account_id,ring_id,bank,state,city,account_type,account_age_days,total_case_count,final_reputation_score,reused_in_multiple_cases
ACC000612,R0122,Bank_A,Telangana,Hyderabad,SAVINGS,745,17,0.9974,1
ACC000613,R0123,Bank_A,Bihar,Patna,CURRENT,1264,14,0.9926,1
ACC000614,R0123,Bank_A,Bihar,Patna,SAVINGS,1380,14,0.9926,1
ACC000615,R0123,Bank_B,Bihar,Patna,SAVINGS,2128,14,0.9926,1
ACC000616,R0124,Bank_D,Tamil Nadu,Chennai,SAVINGS,488,15,0.9948,1
ACC000617,R0124,Bank_A,Tamil Nadu,Chennai,CURRENT,1041,15,0.9948,1
ACC000618,R0124,Bank_E,Tamil Nadu,Chennai,SAVINGS,26,15,0.9948,1
ACC000619,R0125,Bank_D,Andhra Pradesh,Delhi,SAVINGS,1578,26,0.9999,1
ACC000620,R0125,Bank_E,Andhra Pradesh,Patna,SAVINGS,1251,28,0.9999,1
ACC000621,R0125,Bank_B,Andhra Pradesh,Delhi,SAVINGS,1350,27,0.9999,1
ACC000622,R0126,Bank_C,Andhra Pradesh,Hyderabad,SAVINGS,1789,14,0.9926,1
ACC000623,R0126,Bank_C,Telangana,Hyderabad,SAVINGS,2156,15,0.9948,1
ACC000624,R0126,Bank_A,Telangana,Hyderabad,SAVINGS,566,15,0.9948,1
ACC000625,R0127,Bank_A,Odisha,Patna,SAVINGS,787,16,0.9963,1
ACC000626,R0127,Bank_C,Odisha,Delhi,SAVINGS,1447,19,0.9987,1
ACC000627,R0127,Bank_C,Odisha,Bengaluru,SAVINGS,1660,19,0.9987,1
ACC000628,R0127,Bank_E,Odisha,Ahmedabad,SAVINGS,1457,18,0.9982,1
ACC000629,R0128,Bank_B,Bihar,Patna,SAVINGS,402,14,0.9926,1
ACC000630,R0128,Bank_C,Bihar,Patna,CURRENT,414,16,0.9963,1
ACC000631,R0128,Bank_B,Tamil Nadu,Chennai,CURRENT,1631,15,0.9948,1
ACC000632,R0129,Bank_D,Bihar,Patna,SAVINGS,1624,15,0.9948,1
ACC000633,R0129,Bank_D,Chhattisgarh,Ahmedabad,SAVINGS,929,14,0.9926,1
ACC000634,R0129,Bank_C,Bihar,Patna,SAVINGS,1431,14,0.9926,1
ACC000635,R0130,Bank_B,Telangana,Hyderabad,SAVINGS,1607,11,0.9787,1
ACC000636,R0130,Bank_B,Telangana,Hyderabad,CURRENT,1191,14,0.9926,1
ACC000637,R0130,Bank_C,Telangana,Hyderabad,SAVINGS,231,10,0.9698,1
ACC000638,R0130,Bank_B,Telangana,Hyderabad,SAVINGS,717,10,0.9698,1
ACC000639,R0131,Bank_C,Bihar,Patna,SAVINGS,1452,12,0.985,1
ACC000640,R0131,Bank_D,Bihar,Patna,CURRENT,219,13,0.9894,1
ACC000641,R0131,Bank_C,Bihar,Patna,CURRENT,1145,13,0.9894,1
ACC000642,R0131,Bank_D,Bihar,Patna,SAVINGS,1105,14,0.9926,1
ACC000643,R0132,Bank_C,Telangana,Hyderabad,SAVINGS,1068,18,0.9982,1
ACC000644,R0132,Bank_C,Telangana,Hyderabad,SAVINGS,2192,17,0.9974,1
ACC000645,R0132,Bank_C,Telangana,Hyderabad,SAVINGS,1758,18,0.9982,1
ACC000646,R0132,Bank_A,Telangana,Hyderabad,SAVINGS,1127,18,0.9982,1
ACC000647,R0132,Bank_A,Telangana,Hyderabad,SAVINGS,1884,17,0.9974,1
ACC000648,R0132,Bank_A,Telangana,Hyderabad,SAVINGS,1168,18,0.9982,1
ACC000649,R0133,Bank_A,Telangana,Hyderabad,SAVINGS,1521,27,0.9999,1
ACC000650,R0133,Bank_C,Telangana,Hyderabad,SAVINGS,1187,26,0.9999,1
ACC000651,R0133,Bank_A,Telangana,Hyderabad,SAVINGS,23,27,0.9999,1
ACC000652,R0134,Bank_B,Odisha,Delhi,SAVINGS,1162,5,0.8262,1
ACC000653,R0134,Bank_D,Odisha,Lucknow,SAVINGS,52,5,0.8262,1
ACC000654,R0134,Bank_C,Odisha,Hyderabad,CURRENT,448,5,0.8262,1
ACC000655,R0134,Bank_B,Maharashtra,Pune,SAVINGS,1349,6,0.8775,1
ACC000656,R0134,Bank_D,Telangana,Hyderabad,SAVINGS,288,6,0.8775,1
ACC000657,R0134,Bank_C,Odisha,Bengaluru,SAVINGS,1438,6,0.8775,1
ACC000658,R0134,Bank_B,Odisha,Pune,SAVINGS,186,6,0.8775,1
ACC000659,R0134,Bank_C,Odisha,Patna,SAVINGS,2182,4,0.7534,1
ACC000660,R0134,Bank_E,Odisha,Chennai,SAVINGS,234,6,0.8775,1
ACC000661,R0134,Bank_E,Odisha,Mumbai,SAVINGS,72,9,0.9571,1
ACC000662,R0134,Bank_D,Delhi,Delhi,SAVINGS,1640,9,0.9571,1
ACC000663,R0134,Bank_B,Odisha,Delhi,SAVINGS,258,4,0.7534,1
ACC000664,R0135,Bank_B,Telangana,Hyderabad,CURRENT,1509,13,0.9894,1
ACC000665,R0135,Bank_C,Telangana,Hyderabad,SAVINGS,344,15,0.9948,1
ACC000666,R0135,Bank_E,Telangana,Hyderabad,SAVINGS,396,15,0.9948,1
ACC000667,R0135,Bank_D,Telangana,Hyderabad,CURRENT,81,14,0.9926,1
ACC000668,R0136,Bank_E,Andhra Pradesh,Jaipur,SAVINGS,1401,14,0.9926,1
ACC000669,R0136,Bank_D,Telangana,Hyderabad,SAVINGS,932,15,0.9948,1
ACC000670,R0136,Bank_B,Andhra Pradesh,Delhi,SAVINGS,755,14,0.9926,1
ACC000671,R0137,Bank_E,Telangana,Hyderabad,SAVINGS,76,12,0.985,1
ACC000672,R0137,Bank_C,Telangana,Hyderabad,SAVINGS,2110,12,0.985,1
ACC000673,R0137,Bank_E,Maharashtra,Pune,SAVINGS,709,11,0.9787,1
ACC000674,R0138,Bank_E,Maharashtra,Mumbai,SAVINGS,1886,17,0.9974,1
ACC000675,R0138,Bank_E,Telangana,Hyderabad,SAVINGS,788,16,0.9963,1
ACC000676,R0138,Bank_E,Telangana,Hyderabad,CURRENT,352,18,0.9982,1
ACC000677,R0139,Bank_A,Telangana,Hyderabad,SAVINGS,174,5,0.8262,1
ACC000678,R0139,Bank_B,Telangana,Hyderabad,SAVINGS,984,4,0.7534,1
ACC000679,R0139,Bank_E,Telangana,Hyderabad,SAVINGS,1043,4,0.7534,1
ACC000680,R0139,Bank_D,Telangana,Hyderabad,SAVINGS,36,4,0.7534,1
ACC000681,R0139,Bank_D,Telangana,Hyderabad,SAVINGS,2068,9,0.9571,1
ACC000682,R0139,Bank_B,Telangana,Hyderabad,SAVINGS,576,5,0.8262,1
ACC000683,R0139,Bank_D,Andhra Pradesh,Hyderabad,SAVINGS,54,3,0.6501,1
ACC000684,R0139,Bank_E,Telangana,Hyderabad,SAVINGS,100,5,0.8262,1
ACC000685,R0139,Bank_D,Telangana,Hyderabad,SAVINGS,715,5,0.8262,1
ACC000686,R0139,Bank_A,Telangana,Hyderabad,CURRENT,2072,4,0.7534,1
ACC000687,R0139,Bank_A,Bihar,Patna,CURRENT,1496,5,0.8262,1
ACC000688,R0139,Bank_A,Telangana,Hyderabad,SAVINGS,1286,5,0.8262,1
ACC000689,R0139,Bank_E,Telangana,Hyderabad,SAVINGS,193,5,0.8262,1
ACC000690,R0140,Bank_B,Bihar,Patna,CURRENT,534,13,0.9894,1
ACC000691,R0140,Bank_D,Maharashtra,Pune,SAVINGS,541,12,0.985,1
ACC000692,R0140,Bank_E,Bihar,Patna,CURRENT,1640,13,0.9894,1
ACC000693,R0141,Bank_A,Telangana,Hyderabad,SAVINGS,631,14,0.9926,1
ACC000694,R0141,Bank_E,Telangana,Hyderabad,SAVINGS,1303,13,0.9894,1
ACC000695,R0141,Bank_D,Telangana,Hyderabad,SAVINGS,1972,13,0.9894,1
ACC000696,R0142,Bank_A,Telangana,Hyderabad,SAVINGS,1854,19,0.9987,1
ACC000697,R0142,Bank_A,Maharashtra,Pune,SAVINGS,1188,19,0.9987,1
ACC000698,R0142,Bank_B,Telangana,Hyderabad,SAVINGS,1208,20,0.9991,1
ACC000699,R0143,Bank_C,Telangana,Hyderabad,SAVINGS,1715,14,0.9926,1
ACC000700,R0143,Bank_D,Telangana,Hyderabad,SAVINGS,1992,14,0.9926,1
ACC000701,R0143,Bank_C,Odisha,Kolkata,SAVINGS,823,15,0.9948,1
ACC000702,R0144,Bank_E,Telangana,Hyderabad,SAVINGS,1181,12,0.985,1
ACC000703,R0144,Bank_B,Telangana,Hyderabad,SAVINGS,677,12,0.985,1
ACC000704,R0144,Bank_B,Telangana,Hyderabad,SAVINGS,1306,10,0.9698,1
ACC000705,R0145,Bank_E,Telangana,Hyderabad,SAVINGS,684,15,0.9948,1
ACC000706,R0145,Bank_A,Telangana,Hyderabad,SAVINGS,1252,15,0.9948,1
ACC000707,R0145,Bank_B,Maharashtra,Mumbai,SAVINGS,612,15,0.9948,1
ACC000708,R0146,Bank_D,Maharashtra,Mumbai,SAVINGS,54,13,0.9894,1
ACC000709,R0146,Bank_B,Telangana,Hyderabad,SAVINGS,1166,13,0.9894,1
ACC000710,R0146,Bank_A,Maharashtra,Pune,SAVINGS,1553,14,0.9926,1
ACC000711,R0147,Bank_E,Odisha,Lucknow,SAVINGS,341,13,0.9894,1
ACC000712,R0147,Bank_D,Odisha,Bengaluru,SAVINGS,214,13,0.9894,1
ACC000713,R0147,Bank_E,Odisha,Lucknow,SAVINGS,1095,13,0.9894,1
ACC000714,R0148,Bank_C,Telangana,Hyderabad,CURRENT,1015,9,0.9571,1
ACC000715,R0148,Bank_B,Telangana,Hyderabad,SAVINGS,1903,8,0.9392,1
ACC000716,R0148,Bank_D,Telangana,Hyderabad,SAVINGS,641,9,0.9571,1
ACC000717,R0148,Bank_B,Telangana,Hyderabad,CURRENT,2191,9,0.9571,1
ACC000718,R0149,Bank_B,Telangana,Hyderabad,SAVINGS,1885,13,0.9894,1
ACC000719,R0149,Bank_C,Andhra Pradesh,Ahmedabad,SAVINGS,27,13,0.9894,1
ACC000720,R0149,Bank_A,Telangana,Hyderabad,SAVINGS,852,12,0.985,1
ACC000721,R0150,Bank_C,Andhra Pradesh,Jaipur,SAVINGS,260,19,0.9987,1
ACC000722,R0150,Bank_C,Andhra Pradesh,Ahmedabad,SAVINGS,2156,18,0.9982,1
ACC000723,R0150,Bank_E,Andhra Pradesh,Delhi,SAVINGS,1872,18,0.9982,1
ACC000724,R0151,Bank_E,Telangana,Hyderabad,SAVINGS,1216,9,0.9571,1
ACC000725,R0151,Bank_D,Odisha,Kolkata,SAVINGS,260,10,0.9698,1
ACC000726,R0151,Bank_A,Telangana,Hyderabad,SAVINGS,229,9,0.9571,1
ACC000727,R0151,Bank_B,Telangana,Hyderabad,CURRENT,1507,8,0.9392,1
ACC000728,R0151,Bank_C,Telangana,Hyderabad,CURRENT,461,7,0.9137,1
ACC000729,R0152,Bank_B,Telangana,Hyderabad,SAVINGS,1046,13,0.9894,1
ACC000730,R0152,Bank_D,Telangana,Hyderabad,SAVINGS,1144,15,0.9948,1
ACC000731,R0152,Bank_D,Telangana,Hyderabad,CURRENT,2194,13,0.9894,1
ACC000732,R0152,Bank_B,Telangana,Hyderabad,SAVINGS,1244,14,0.9926,1
ACC000733,R0152,Bank_C,Andhra Pradesh,Ahmedabad,SAVINGS,674,14,0.9926,1
ACC000734,R0153,Bank_B,Bihar,Patna,SAVINGS,1808,4,0.7534,1
ACC000735,R0153,Bank_D,Bihar,Patna,SAVINGS,1494,5,0.8262,1
ACC000736,R0153,Bank_C,Telangana,Hyderabad,SAVINGS,1694,1,0.2953,0
ACC000737,R0153,Bank_A,Bihar,Patna,SAVINGS,1944,5,0.8262,1
ACC000738,R0153,Bank_A,Bihar,Patna,SAVINGS,453,6,0.8775,1
ACC000739,R0153,Bank_B,Bihar,Patna,SAVINGS,408,7,0.9137,1
ACC000740,R0153,Bank_B,Bihar,Patna,SAVINGS,2031,6,0.8775,1
ACC000741,R0153,Bank_E,Telangana,Hyderabad,SAVINGS,1887,6,0.8775,1
ACC000742,R0153,Bank_A,Bihar,Patna,CURRENT,1902,5,0.8262,1
ACC000743,R0153,Bank_E,Bihar,Patna,SAVINGS,717,8,0.9392,1
ACC000744,R0154,Bank_B,Telangana,Hyderabad,SAVINGS,481,12,0.985,1
ACC000745,R0154,Bank_D,Telangana,Hyderabad,SAVINGS,1374,12,0.985,1
ACC000746,R0154,Bank_A,Odisha,Chennai,SAVINGS,342,12,0.985,1
ACC000747,R0155,Bank_C,Bihar,Patna,SAVINGS,154,18,0.9982,1
ACC000748,R0155,Bank_D,Bihar,Patna,SAVINGS,281,16,0.9963,1
ACC000749,R0155,Bank_A,Bihar,Patna,SAVINGS,1261,17,0.9974,1
ACC000750,R0156,Bank_E,Telangana,Hyderabad,CURRENT,1215,7,0.9137,1
ACC000751,R0156,Bank_E,Telangana,Hyderabad,SAVINGS,1743,8,0.9392,1
ACC000752,R0156,Bank_E,Bihar,Patna,SAVINGS,642,4,0.7534,1
ACC000753,R0156,Bank_D,Telangana,Hyderabad,SAVINGS,238,7,0.9137,1
ACC000754,R0156,Bank_D,Odisha,Hyderabad,SAVINGS,354,9,0.9571,1
ACC000755,R0156,Bank_A,Telangana,Hyderabad,SAVINGS,1455,7,0.9137,1
ACC000756,R0156,Bank_D,Telangana,Hyderabad,SAVINGS,179,7,0.9137,1
ACC000757,R0156,Bank_B,Telangana,Hyderabad,SAVINGS,1624,8,0.9392,1
ACC000758,R0156,Bank_B,Odisha,Mumbai,CURRENT,1704,6,0.8775,1
ACC000759,R0156,Bank_D,Telangana,Hyderabad,SAVINGS,1750,6,0.8775,1
ACC000760,R0156,Bank_E,Telangana,Hyderabad,SAVINGS,378,7,0.9137,1
ACC000761,R0156,Bank_C,Telangana,Hyderabad,CURRENT,2156,7,0.9137,1
ACC000762,R0156,Bank_C,Telangana,Hyderabad,SAVINGS,1855,4,0.7534,1
ACC000763,R0156,Bank_B,Telangana,Hyderabad,SAVINGS,171,7,0.9137,1
ACC000764,R0157,Bank_A,Maharashtra,Mumbai,SAVINGS,434,13,0.9894,1
ACC000765,R0157,Bank_C,Maharashtra,Mumbai,SAVINGS,926,15,0.9948,1
ACC000766,R0157,Bank_D,Maharashtra,Mumbai,SAVINGS,163,16,0.9963,1
ACC000767,R0157,Bank_E,Maharashtra,Pune,SAVINGS,1705,15,0.9948,1
ACC000768,R0157,Bank_D,Maharashtra,Mumbai,SAVINGS,528,16,0.9963,1
ACC000769,R0157,Bank_B,Telangana,Hyderabad,SAVINGS,297,16,0.9963,1
ACC000770,R0158,Bank_C,Telangana,Hyderabad,SAVINGS,166,12,0.985,1
ACC000771,R0158,Bank_B,Telangana,Hyderabad,SAVINGS,1912,14,0.9926,1
ACC000772,R0158,Bank_A,Telangana,Hyderabad,SAVINGS,807,12,0.985,1
ACC000773,R0158,Bank_C,Telangana,Hyderabad,SAVINGS,919,15,0.9948,1
ACC000774,R0159,Bank_E,Telangana,Hyderabad,CURRENT,1121,5,0.8262,1
ACC000775,R0159,Bank_A,Telangana,Hyderabad,SAVINGS,1257,5,0.8262,1
ACC000776,R0159,Bank_B,Telangana,Hyderabad,SAVINGS,880,3,0.6501,1
ACC000777,R0159,Bank_D,Telangana,Hyderabad,SAVINGS,174,1,0.2953,0
ACC000778,R0159,Bank_D,Telangana,Hyderabad,SAVINGS,1445,4,0.7534,1
ACC000779,R0159,Bank_B,Telangana,Hyderabad,CURRENT,1291,3,0.6501,1
ACC000780,R0159,Bank_B,Telangana,Hyderabad,SAVINGS,309,3,0.6501,1
ACC000781,R0159,Bank_D,Telangana,Hyderabad,SAVINGS,610,1,0.2953,0
ACC000782,R0159,Bank_A,Maharashtra,Mumbai,SAVINGS,1497,4,0.7534,1
ACC000783,R0159,Bank_E,Tamil Nadu,Chennai,SAVINGS,702,4,0.7534,1
ACC000784,R0159,Bank_C,Telangana,Hyderabad,SAVINGS,1012,5,0.8262,1
ACC000785,R0159,Bank_C,Telangana,Hyderabad,SAVINGS,1903,4,0.7534,1
ACC000786,R0159,Bank_C,Tamil Nadu,Chennai,SAVINGS,1589,4,0.7534,1
ACC000787,R0159,Bank_C,Telangana,Hyderabad,SAVINGS,994,2,0.5034,1
ACC000788,R0159,Bank_B,Telangana,Hyderabad,SAVINGS,656,3,0.6501,1
ACC000789,R0159,Bank_C,Telangana,Hyderabad,SAVINGS,1726,3,0.6501,1
ACC000790,R0159,Bank_E,Telangana,Hyderabad,SAVINGS,1340,2,0.5034,1
ACC000791,R0159,Bank_D,Telangana,Hyderabad,SAVINGS,891,4,0.7534,1
ACC000792,R0160,Bank_A,Tamil Nadu,Chennai,SAVINGS,607,8,0.9392,1
ACC000793,R0160,Bank_B,Telangana,Hyderabad,SAVINGS,947,10,0.9698,1
ACC000794,R0160,Bank_B,Kerala,Pune,SAVINGS,284,9,0.9571,1
ACC000795,R0161,Bank_C,Bihar,Patna,SAVINGS,620,12,0.985,1
ACC000796,R0161,Bank_E,Bihar,Patna,SAVINGS,1707,12,0.985,1
ACC000797,R0161,Bank_B,Bihar,Patna,SAVINGS,530,11,0.9787,1
ACC000798,R0162,Bank_B,Telangana,Hyderabad,SAVINGS,1289,5,0.8262,1
ACC000799,R0162,Bank_C,Telangana,Hyderabad,SAVINGS,1500,4,0.7534,1
ACC000800,R0162,Bank_E,Telangana,Hyderabad,SAVINGS,1317,5,0.8262,1
ACC000801,R0163,Bank_E,Telangana,Hyderabad,SAVINGS,872,7,0.9137,1
ACC000802,R0163,Bank_B,Maharashtra,Pune,SAVINGS,1497,7,0.9137,1
ACC000803,R0163,Bank_D,Maharashtra,Pune,SAVINGS,1956,6,0.8775,1
ACC000804,R0163,Bank_E,Telangana,Hyderabad,SAVINGS,1933,7,0.9137,1
ACC000805,R0164,Bank_D,Bihar,Patna,SAVINGS,274,13,0.9894,1
ACC000806,R0164,Bank_B,Andhra Pradesh,Mumbai,SAVINGS,152,11,0.9787,1
ACC000807,R0164,Bank_A,Andhra Pradesh,Jaipur,CURRENT,903,11,0.9787,1
ACC000808,R0164,Bank_A,Andhra Pradesh,Ahmedabad,CURRENT,1457,12,0.985,1
ACC000809,R0164,Bank_B,Andhra Pradesh,Chennai,SAVINGS,1579,12,0.985,1
ACC000810,R0165,Bank_C,Telangana,Hyderabad,SAVINGS,1391,12,0.985,1
ACC000811,R0165,Bank_E,Telangana,Hyderabad,SAVINGS,1393,12,0.985,1
ACC000812,R0165,Bank_B,Telangana,Hyderabad,SAVINGS,1313,12,0.985,1
ACC000813,R0166,Bank_B,Telangana,Hyderabad,SAVINGS,1634,9,0.9571,1
ACC000814,R0166,Bank_E,Odisha,Lucknow,SAVINGS,957,5,0.8262,1
ACC000815,R0166,Bank_B,Odisha,Lucknow,SAVINGS,357,10,0.9698,1
ACC000816,R0166,Bank_C,Odisha,Mumbai,SAVINGS,760,10,0.9698,1
ACC000817,R0166,Bank_D,Odisha,Mumbai,SAVINGS,1370,8,0.9392,1
ACC000818,R0166,Bank_A,Odisha,Jaipur,CURRENT,2021,7,0.9137,1
ACC000819,R0166,Bank_D,Odisha,Kolkata,SAVINGS,1788,9,0.9571,1
ACC000820,R0167,Bank_D,Telangana,Hyderabad,SAVINGS,1396,17,0.9974,1
ACC000821,R0167,Bank_C,Telangana,Hyderabad,SAVINGS,25,18,0.9982,1
ACC000822,R0167,Bank_B,Telangana,Hyderabad,SAVINGS,499,17,0.9974,1
ACC000823,R0168,Bank_C,Telangana,Hyderabad,SAVINGS,1461,13,0.9894,1
ACC000824,R0168,Bank_D,Bihar,Patna,SAVINGS,1705,13,0.9894,1
ACC000825,R0168,Bank_B,Telangana,Hyderabad,SAVINGS,524,14,0.9926,1
ACC000826,R0169,Bank_A,Odisha,Jaipur,SAVINGS,1728,6,0.8775,1
ACC000827,R0169,Bank_B,Odisha,Chennai,CURRENT,1849,3,0.6501,1
ACC000828,R0169,Bank_D,Telangana,Hyderabad,SAVINGS,962,5,0.8262,1
ACC000829,R0169,Bank_C,Odisha,Jaipur,SAVINGS,1872,5,0.8262,1
ACC000830,R0170,Bank_E,Telangana,Hyderabad,CURRENT,1690,8,0.9392,1
ACC000831,R0170,Bank_A,Telangana,Hyderabad,SAVINGS,393,7,0.9137,1
ACC000832,R0170,Bank_B,Telangana,Hyderabad,CURRENT,1321,8,0.9392,1
ACC000833,R0171,Bank_D,Maharashtra,Mumbai,SAVINGS,273,13,0.9894,1
ACC000834,R0171,Bank_C,Maharashtra,Mumbai,SAVINGS,1123,18,0.9982,1
ACC000835,R0171,Bank_C,Maharashtra,Mumbai,SAVINGS,327,15,0.9948,1
ACC000836,R0171,Bank_B,Telangana,Hyderabad,SAVINGS,614,17,0.9974,1
ACC000837,R0171,Bank_B,Maharashtra,Mumbai,SAVINGS,2073,21,0.9994,1
ACC000838,R0171,Bank_A,Maharashtra,Pune,SAVINGS,776,19,0.9987,1
ACC000839,R0171,Bank_A,Maharashtra,Pune,SAVINGS,797,17,0.9974,1
ACC000840,R0172,Bank_A,Tamil Nadu,Chennai,SAVINGS,1800,3,0.6501,1
ACC000841,R0172,Bank_A,Odisha,Hyderabad,CURRENT,1226,3,0.6501,1
ACC000842,R0172,Bank_E,Telangana,Hyderabad,CURRENT,1897,3,0.6501,1
ACC000843,R0172,Bank_E,Telangana,Hyderabad,SAVINGS,1355,3,0.6501,1
ACC000844,R0172,Bank_C,Telangana,Hyderabad,SAVINGS,1126,4,0.7534,1
ACC000845,R0172,Bank_B,Bihar,Patna,SAVINGS,2059,2,0.5034,1
ACC000846,R0172,Bank_E,Telangana,Hyderabad,SAVINGS,1689,3,0.6501,1
ACC000847,R0172,Bank_C,Telangana,Hyderabad,SAVINGS,681,2,0.5034,1
ACC000848,R0172,Bank_C,Telangana,Hyderabad,SAVINGS,101,5,0.8262,1
ACC000849,R0172,Bank_C,Telangana,Hyderabad,CURRENT,2148,6,0.8775,1
ACC000850,R0172,Bank_B,Telangana,Hyderabad,SAVINGS,1056,6,0.8775,1
ACC000851,R0172,Bank_E,Telangana,Hyderabad,SAVINGS,507,5,0.8262,1
ACC000852,R0172,Bank_D,Telangana,Hyderabad,SAVINGS,2045,5,0.8262,1
ACC000853,R0172,Bank_D,Telangana,Hyderabad,CURRENT,1068,6,0.8775,1
ACC000854,R0172,Bank_D,Maharashtra,Mumbai,SAVINGS,1435,5,0.8262,1
ACC000855,R0172,Bank_B,Telangana,Hyderabad,SAVINGS,1163,6,0.8775,1
ACC000856,R0173,Bank_C,Telangana,Hyderabad,SAVINGS,1351,10,0.9698,1
ACC000857,R0173,Bank_B,Maharashtra,Pune,SAVINGS,281,10,0.9698,1
ACC000858,R0173,Bank_D,Maharashtra,Pune,CURRENT,2075,10,0.9698,1
ACC000859,R0174,Bank_A,Telangana,Hyderabad,SAVINGS,2137,14,0.9926,1
ACC000860,R0174,Bank_C,Telangana,Hyderabad,SAVINGS,545,13,0.9894,1
ACC000861,R0174,Bank_D,Telangana,Hyderabad,SAVINGS,1606,13,0.9894,1
ACC000862,R0175,Bank_C,Bihar,Patna,CURRENT,249,7,0.9137,1
ACC000863,R0175,Bank_E,Bihar,Patna,SAVINGS,466,7,0.9137,1
ACC000864,R0175,Bank_C,Bihar,Patna,SAVINGS,661,6,0.8775,1
ACC000865,R0175,Bank_C,Bihar,Patna,SAVINGS,741,6,0.8775,1
ACC000866,R0176,Bank_D,Andhra Pradesh,Patna,CURRENT,2005,15,0.9948,1
ACC000867,R0176,Bank_C,Andhra Pradesh,Kolkata,SAVINGS,745,15,0.9948,1
ACC000868,R0176,Bank_E,Andhra Pradesh,Bengaluru,SAVINGS,226,16,0.9963,1
ACC000869,R0177,Bank_B,Tamil Nadu,Chennai,SAVINGS,432,14,0.9926,1
ACC000870,R0177,Bank_B,Tamil Nadu,Chennai,CURRENT,899,15,0.9948,1
ACC000871,R0177,Bank_D,Tamil Nadu,Chennai,SAVINGS,413,15,0.9948,1
ACC000872,R0178,Bank_A,Uttar Pradesh,Lucknow,SAVINGS,680,13,0.9894,1
ACC000873,R0178,Bank_A,Uttar Pradesh,Lucknow,SAVINGS,1125,13,0.9894,1
ACC000874,R0178,Bank_A,Uttar Pradesh,Lucknow,CURRENT,1059,13,0.9894,1
ACC000875,R0179,Bank_B,Telangana,Hyderabad,SAVINGS,936,7,0.9137,1
ACC000876,R0179,Bank_B,Telangana,Hyderabad,SAVINGS,1291,7,0.9137,1
ACC000877,R0179,Bank_B,Telangana,Hyderabad,SAVINGS,118,6,0.8775,1
ACC000878,R0180,Bank_C,Telangana,Hyderabad,CURRENT,1817,11,0.9787,1
ACC000879,R0180,Bank_D,Odisha,Patna,SAVINGS,1636,12,0.985,1
ACC000880,R0180,Bank_A,Telangana,Hyderabad,SAVINGS,2133,12,0.985,1
ACC000881,R0181,Bank_E,Telangana,Hyderabad,SAVINGS,1885,15,0.9948,1
ACC000882,R0181,Bank_B,Telangana,Hyderabad,SAVINGS,1196,14,0.9926,1
ACC000883,R0181,Bank_E,Telangana,Hyderabad,SAVINGS,627,15,0.9948,1
ACC000884,R0182,Bank_E,Telangana,Hyderabad,SAVINGS,1659,11,0.9787,1
ACC000885,R0182,Bank_D,Telangana,Hyderabad,SAVINGS,92,10,0.9698,1
ACC000886,R0182,Bank_E,Telangana,Hyderabad,SAVINGS,841,11,0.9787,1
ACC000887,R0183,Bank_C,Telangana,Hyderabad,SAVINGS,1193,14,0.9926,1
ACC000888,R0183,Bank_A,Tamil Nadu,Chennai,SAVINGS,1749,14,0.9926,1
ACC000889,R0183,Bank_E,Andhra Pradesh,Kolkata,SAVINGS,1328,12,0.985,1
ACC000890,R0184,Bank_D,Maharashtra,Pune,SAVINGS,988,3,0.6501,1
ACC000891,R0184,Bank_D,Maharashtra,Mumbai,SAVINGS,1468,3,0.6501,1
ACC000892,R0184,Bank_B,Maharashtra,Pune,CURRENT,1562,5,0.8262,1
ACC000893,R0184,Bank_D,Maharashtra,Pune,SAVINGS,1649,1,0.2953,0
ACC000894,R0184,Bank_B,Maharashtra,Pune,SAVINGS,1171,2,0.5034,1
ACC000895,R0184,Bank_D,Maharashtra,Pune,CURRENT,1314,3,0.6501,1
ACC000896,R0184,Bank_B,Maharashtra,Pune,SAVINGS,78,1,0.2953,0
ACC000897,R0184,Bank_C,Maharashtra,Mumbai,CURRENT,2094,2,0.5034,1
ACC000898,R0184,Bank_D,Maharashtra,Mumbai,SAVINGS,1315,5,0.8262,1
ACC000899,R0184,Bank_C,Andhra Pradesh,Pune,SAVINGS,1503,5,0.8262,1
ACC000900,R0184,Bank_D,Maharashtra,Pune,CURRENT,451,2,0.5034,1
ACC000901,R0184,Bank_B,Maharashtra,Mumbai,SAVINGS,531,4,0.7534,1
ACC000902,R0184,Bank_B,Bihar,Patna,SAVINGS,2047,4,0.7534,1
ACC000903,R0184,Bank_B,Maharashtra,Mumbai,SAVINGS,270,3,0.6501,1
ACC000904,R0185,Bank_C,Telangana,Hyderabad,SAVINGS,1141,10,0.9698,1
ACC000905,R0185,Bank_D,Telangana,Hyderabad,SAVINGS,275,11,0.9787,1
ACC000906,R0185,Bank_C,Telangana,Hyderabad,SAVINGS,1665,11,0.9787,1
ACC000907,R0186,Bank_B,Odisha,Delhi,SAVINGS,1036,8,0.9392,1
ACC000908,R0186,Bank_A,Telangana,Hyderabad,SAVINGS,783,7,0.9137,1
ACC000909,R0186,Bank_A,Telangana,Hyderabad,SAVINGS,23,5,0.8262,1
ACC000910,R0186,Bank_D,Telangana,Hyderabad,SAVINGS,2041,6,0.8775,1
ACC000911,R0186,Bank_E,Telangana,Hyderabad,SAVINGS,1451,6,0.8775,1
ACC000912,R0186,Bank_C,Telangana,Hyderabad,SAVINGS,1827,7,0.9137,1
