victim_id,state,city,age_bracket,bank,account_balance_tier,fraud_type
V0009997,Kerala,Delhi,36-50,Bank_A,High,Cheating
V0009998,Telangana,Hyderabad,36-50,Bank_B,Low,Fraud
V0009999,Maharashtra,Mumbai,51+,Bank_D,Low,Fraud
V0010000,Andhra Pradesh,Jaipur,26-35,Bank_B,Low,Cheating
V0010001,Odisha,Delhi,18-25,Bank_B,High,Cheating
V0010002,Telangana,Hyderabad,51+,Bank_C,Medium,Cheating
V0010003,Telangana,Hyderabad,26-35,Bank_B,High,Cheating
V0010004,Telangana,Hyderabad,18-25,Bank_A,Low,Fraud
V0010005,Telangana,Hyderabad,26-35,Bank_B,High,Cheating
V0010006,Bihar,Patna,18-25,Bank_B,Low,Cheating
V0010007,Telangana,Hyderabad,18-25,Bank_D,Medium,Fraud
V0010008,Bihar,Patna,18-25,Bank_E,Medium,Cheating
V0010009,Telangana,Hyderabad,51+,Bank_E,High,Cheating
V0010010,Maharashtra,Pune,51+,Bank_E,Medium,Cheating
V0010011,Tamil Nadu,Chennai,18-25,Bank_A,High,Cheating
V0010012,Telangana,Hyderabad,18-25,Bank_E,Low,Cheating
V0010013,Telangana,Hyderabad,36-50,Bank_A,High,Fraud
V0010014,Delhi,Delhi,18-25,Bank_A,High,Fraud
V0010015,Telangana,Hyderabad,36-50,Bank_E,Low,Fraud
V0010016,Andhra Pradesh,Bengaluru,51+,Bank_A,High,Cheating
V0010017,Odisha,Delhi,51+,Bank_E,Low,Fraud
V0010018,Maharashtra,Mumbai,36-50,Bank_A,High,Cheating
V0010019,Telangana,Hyderabad,36-50,Bank_B,Low,Fraud
V0010020,Telangana,Hyderabad,26-35,Bank_D,Low,Fraud
V0010021,Andhra Pradesh,Delhi,18-25,Bank_B,Low,Cheating
V0010022,Telangana,Hyderabad,36-50,Bank_B,Medium,Cheating
V0010023,Telangana,Hyderabad,51+,Bank_C,Medium,Fraud
V0010024,Bihar,Patna,26-35,Bank_A,Medium,Cheating
V0010025,Odisha,Mumbai,51+,Bank_E,Low,Fraud
V0010026,Telangana,Hyderabad,36-50,Bank_E,Low,Cheating
V0010027,Telangana,Hyderabad,18-25,Bank_C,Low,Cheating
V0010028,Telangana,Hyderabad,26-35,Bank_B,High,Cheating
V0010029,Maharashtra,Pune,26-35,Bank_C,Low,Fraud
V0010030,Tamil Nadu,Chennai,36-50,Bank_B,Medium,Fraud
V0010031,Tamil Nadu,Chennai,26-35,Bank_C,Low,Cheating
V0010032,Andhra Pradesh,Patna,18-25,Bank_A,High,Fraud
V0010033,Odisha,Patna,36-50,Bank_D,Low,Cheating
V0010034,Bihar,Patna,26-35,Bank_E,Low,Fraud
V0010035,Telangana,Hyderabad,26-35,Bank_C,Medium,Fraud
V0010036,Telangana,Hyderabad,36-50,Bank_A,Medium,Fraud
V0010037,Odisha,Kolkata,51+,Bank_A,Medium,Cheating
V0010038,Telangana,Hyderabad,18-25,Bank_E,Medium,Fraud
V0010039,Telangana,Hyderabad,51+,Bank_A,High,Fraud
V0010040,Delhi,Delhi,18-25,Bank_C,Low,Fraud
V0010041,Uttar Pradesh,Lucknow,51+,Bank_B,Medium,Cheating
V0010042,Bihar,Patna,51+,Bank_C,Medium,Cheating
V0010043,Telangana,Hyderabad,18-25,Bank_D,Low,Fraud
V0010044,Telangana,Hyderabad,26-35,Bank_A,Low,Fraud
V0010045,Telangana,Hyderabad,36-50,Bank_D,High,Fraud
V0010046,Maharashtra,Pune,36-50,Bank_E,High,Cheating
V0010047,Telangana,Hyderabad,26-35,Bank_C,High,Fraud
V0010048,Bihar,Patna,36-50,Bank_C,Low,Cheating
V0010049,Telangana,Hyderabad,51+,Bank_E,High,Cheating
V0010050,Bihar,Patna,36-50,Bank_E,Medium,Fraud
V0010051,Bihar,Patna,36-50,Bank_B,Low,Fraud
V0010052,Tamil Nadu,Chennai,36-50,Bank_A,Medium,Fraud
V0010053,Telangana,Hyderabad,18-25,Bank_C,Low,Fake Profile
V0010054,Bihar,Patna,36-50,Bank_E,High,Cheating
V0010055,Odisha,Pune,18-25,Bank_E,Medium,Cyber Blackmailing
V0010056,Telangana,Hyderabad,51+,Bank_A,Low,Fraud
V0010057,Telangana,Hyderabad,26-35,Bank_D,Low,Cyber Blackmailing
V0010058,Odisha,Hyderabad,18-25,Bank_D,Low,Cheating
V0010059,Tamil Nadu,Chennai,36-50,Bank_E,Medium,Cheating
V0010060,Telangana,Hyderabad,51+,Bank_E,Medium,Fraud
V0010061,Bihar,Patna,18-25,Bank_E,High,Cheating
V0010062,Tamil Nadu,Chennai,36-50,Bank_E,High,Fraud
V0010063,Telangana,Hyderabad,26-35,Bank_A,Low,Cheating
V0010064,Telangana,Hyderabad,36-50,Bank_B,Low,Fraud
V0010065,Telangana,Hyderabad,36-50,Bank_A,Low,Fraud
V0010066,Andhra Pradesh,Patna,26-35,Bank_B,Low,Fraud
V0010067,Telangana,Hyderabad,51+,Bank_B,High,Cheating
V0010068,Telangana,Hyderabad,51+,Bank_B,Low,Fraud
V0010069,Bihar,Patna,51+,Bank_D,Low,Fraud
V0010070,Telangana,Hyderabad,51+,Bank_C,High,Fraud
V0010071,Maharashtra,Mumbai,51+,Bank_D,Low,Cheating
V0010072,Telangana,Hyderabad,26-35,Bank_D,Low,Fraud
V0010073,Telangana,Hyderabad,26-35,Bank_A,High,Fraud
V0010074,Telangana,Hyderabad,51+,Bank_D,Low,Cheating
V0010075,Telangana,Hyderabad,26-35,Bank_A,Low,Fraud
V0010076,Telangana,Hyderabad,51+,Bank_A,Medium,Fraud
V0010077,Telangana,Hyderabad,36-50,Bank_A,High,Fraud
V0010078,Telangana,Hyderabad,36-50,Bank_A,High,Cheating
V0010079,Telangana,Hyderabad,51+,Bank_C,High,Fraud
V0010080,Telangana,Hyderabad,36-50,Bank_E,Medium,Cheating
V0010081,West Bengal,Kolkata,36-50,Bank_C,High,Cheating
V0010082,Telangana,Hyderabad,51+,Bank_A,Low,Cheating
V0010083,Andhra Pradesh,Kolkata,18-25,Bank_E,High,Cheating
V0010084,Telangana,Hyderabad,18-25,Bank_C,High,Cheating
V0010085,Bihar,Patna,18-25,Bank_D,High,Fraud
V0010086,Telangana,Hyderabad,36-50,Bank_E,Low,Fraud
V0010087,Tamil Nadu,Chennai,18-25,Bank_D,High,Fraud
V0010088,Telangana,Hyderabad,51+,Bank_D,High,Cheating
V0010089,Tamil Nadu,Chennai,36-50,Bank_D,Medium,Cheating
V0010090,Telangana,Hyderabad,51+,Bank_A,High,Fraud
V0010091,Telangana,Hyderabad,51+,Bank_C,Medium,Fraud
V0010092,Telangana,Hyderabad,26-35,Bank_D,Medium,Cheating
V0010093,Odisha,Jaipur,36-50,Bank_D,Medium,Fraud
V0010094,Telangana,Hyderabad,26-35,Bank_B,Medium,Cheating
V0010095,Telangana,Hyderabad,51+,Bank_E,Medium,Fraud
V0010096,Maharashtra,Mumbai,36-50,Bank_B,Medium,Fraud
V0010097,Telangana,Hyderabad,26-35,Bank_A,High,Fraud
V0010098,Telangana,Hyderabad,18-25,Bank_E,High,Fraud
V0010099,Telangana,Hyderabad,51+,Bank_C,High,Cheating
V0010100,Maharashtra,Pune,26-35,Bank_C,Medium,Cheating
V0010101,Telangana,Hyderabad,18-25,Bank_B,Low,Cheating
V0010102,Odisha,Delhi,26-35,Bank_A,Low,Cheating
V0010103,Telangana,Hyderabad,36-50,Bank_E,Low,Fraud
V0010104,Maharashtra,Mumbai,18-25,Bank_D,High,Fraud
V0010105,Odisha,Ahmedabad,51+,Bank_B,Low,Fraud
V0010106,Telangana,Hyderabad,36-50,Bank_E,Medium,Cheating
V0010107,Telangana,Hyderabad,36-50,Bank_B,High,Cheating
V0010108,Telangana,Hyderabad,36-50,Bank_E,High,Fraud
V0010109,Andhra Pradesh,Mumbai,26-35,Bank_A,Low,Fraud
V0010110,Telangana,Hyderabad,51+,Bank_D,Low,Fraud
V0010111,Andhra Pradesh,Kolkata,36-50,Bank_B,Low,Fraud
V0010112,Odisha,Hyderabad,36-50,Bank_D,Medium,Fraud
V0010113,Bihar,Patna,51+,Bank_E,High,Fraud
V0010114,Telangana,Hyderabad,26-35,Bank_E,High,Fraud
V0010115,Bihar,Patna,18-25,Bank_A,Low,Fraud
V0010116,Bihar,Patna,26-35,Bank_A,Low,Cheating
V0010117,Odisha,Patna,18-25,Bank_D,Medium,Fraud
V0010118,Telangana,Hyderabad,18-25,Bank_C,Medium,Cheating
V0010119,Tamil Nadu,Chennai,51+,Bank_D,Low,Fraud
V0010120,Telangana,Hyderabad,26-35,Bank_D,Low,Fraud
V0010121,Maharashtra,Pune,18-25,Bank_E,Medium,Cheating
V0010122,Telangana,Hyderabad,36-50,Bank_D,Low,Fraud
V0010123,Telangana,Hyderabad,51+,Bank_A,High,Cheating
V0010124,Telangana,Hyderabad,36-50,Bank_E,High,Fraud
V0010125,Andhra Pradesh,Jaipur,51+,Bank_B,Medium,Cheating
V0010126,Telangana,Hyderabad,18-25,Bank_E,Low,Fraud
V0010127,Andhra Pradesh,Patna,51+,Bank_B,Low,Cheating
V0010128,Telangana,Hyderabad,18-25,Bank_E,High,Fraud
V0010129,Tamil Nadu,Chennai,18-25,Bank_B,Low,Fraud
V0010130,Telangana,Hyderabad,26-35,Bank_B,High,Cheating
V0010131,Telangana,Hyderabad,18-25,Bank_E,Medium,Cheating
V0010132,Telangana,Hyderabad,51+,Bank_B,Medium,Fraud
V0010133,Odisha,Bengaluru,18-25,Bank_D,Low,Cyber Blackmailing
V0010134,Bihar,Patna,18-25,Bank_D,Low,Fraud
V0010135,Telangana,Hyderabad,18-25,Bank_D,Medium,Fraud
V0010136,Telangana,Hyderabad,26-35,Bank_C,Low,Cheating
V0010137,Telangana,Hyderabad,51+,Bank_D,High,Cheating
V0010138,Telangana,Hyderabad,51+,Bank_A,Medium,Fraud
V0010139,Andhra Pradesh,Chennai,51+,Bank_E,High,Fraud
V0010140,Tamil Nadu,Chennai,36-50,Bank_A,Medium,Cheating
V0010141,Telangana,Hyderabad,18-25,Bank_B,High,Cheating
V0010142,Maharashtra,Pune,36-50,Bank_C,Low,Fraud
V0010143,Telangana,Hyderabad,26-35,Bank_E,High,Fraud
V0010144,Bihar,Patna,26-35,Bank_A,Medium,Cyber Blackmailing
V0010145,Telangana,Hyderabad,51+,Bank_B,Medium,Cheating
V0010146,Telangana,Hyderabad,51+,Bank_D,Low,Cheating
V0010147,Maharashtra,Mumbai,36-50,Bank_D,High,Cheating
V0010148,Maharashtra,Pune,51+,Bank_C,Medium,Cheating
V0010149,Telangana,Hyderabad,26-35,Bank_B,Low,Cheating
V0010150,Telangana,Hyderabad,18-25,Bank_C,Medium,Fraud
V0010151,Telangana,Hyderabad,26-35,Bank_B,Low,Cheating
V0010152,Telangana,Hyderabad,26-35,Bank_B,Low,Cheating
V0010153,Telangana,Hyderabad,36-50,Bank_A,Low,Cheating
V0010154,Bihar,Patna,26-35,Bank_E,High,Fraud
V0010155,Telangana,Hyderabad,36-50,Bank_C,High,Cheating
V0010156,Delhi,Delhi,26-35,Bank_C,High,Cheating
V0010157,Telangana,Hyderabad,26-35,Bank_C,Medium,Fraud
V0010158,Telangana,Hyderabad,51+,Bank_E,High,Fraud
V0010159,Odisha,Chennai,51+,Bank_B,Low,Cheating
V0010160,Telangana,Hyderabad,26-35,Bank_D,Low,Cheating
V0010161,Telangana,Hyderabad,26-35,Bank_D,Low,Cheating
V0010162,Bihar,Patna,26-35,Bank_E,High,Cyber Blackmailing
V0010163,Andhra Pradesh,Pune,26-35,Bank_A,High,Cheating
V0010164,Uttar Pradesh,Lucknow,51+,Bank_B,High,Cheating
V0010165,Telangana,Hyderabad,36-50,Bank_D,High,Fraud
V0010166,Telangana,Hyderabad,36-50,Bank_B,Low,Fraud
V0010167,Maharashtra,Pune,18-25,Bank_A,High,Fraud
V0010168,Telangana,Hyderabad,26-35,Bank_C,Medium,Fraud
V0010169,Telangana,Hyderabad,36-50,Bank_A,Medium,Cheating
V0010170,Telangana,Hyderabad,36-50,Bank_B,High,Cheating
V0010171,Bihar,Patna,36-50,Bank_A,High,Fraud
V0010172,Telangana,Hyderabad,26-35,Bank_B,Low,Fraud
V0010173,Maharashtra,Mumbai,36-50,Bank_D,High,Cheating
V0010174,Tamil Nadu,Chennai,26-35,Bank_A,High,Cheating
V0010175,Bihar,Patna,18-25,Bank_B,Low,Cheating
V0010176,Tamil Nadu,Chennai,36-50,Bank_B,High,Cheating
V0010177,Tamil Nadu,Chennai,26-35,Bank_A,High,Cheating
V0010178,Jharkhand,Pune,18-25,Bank_B,High,Cheating
V0010179,Telangana,Hyderabad,51+,Bank_E,Low,Cheating
V0010180,Maharashtra,Mumbai,26-35,Bank_A,High,Cheating
V0010181,Telangana,Hyderabad,51+,Bank_E,Low,Cheating
V0010182,Telangana,Hyderabad,36-50,Bank_C,Low,Fraud
V0010183,Bihar,Patna,26-35,Bank_C,Medium,Fraud
V0010184,Telangana,Hyderabad,51+,Bank_A,Medium,Cheating
V0010185,Bihar,Patna,36-50,Bank_A,Low,Fraud
V0010186,Madhya Pradesh,Pune,26-35,Bank_C,Medium,Cheating
V0010187,Odisha,Jaipur,26-35,Bank_B,Medium,Fraud
V0010188,Telangana,Hyderabad,36-50,Bank_E,Low,Cheating
V0010189,Bihar,Patna,36-50,Bank_A,Low,Cheating
V0010190,Telangana,Hyderabad,26-35,Bank_C,Medium,Fraud
V0010191,Telangana,Hyderabad,26-35,Bank_B,Low,Cheating
V0010192,Telangana,Hyderabad,18-25,Bank_E,Low,Cheating
V0010193,Telangana,Hyderabad,26-35,Bank_D,Medium,Cheating
V0010194,Andhra Pradesh,Kolkata,26-35,Bank_A,Medium,Fraud
V0010195,Telangana,Hyderabad,18-25,Bank_B,High,Fraud
V0010196,Maharashtra,Mumbai,51+,Bank_A,Low,Fraud
V0010197,Bihar,Patna,18-25,Bank_A,Medium,Cheating
V0010198,Madhya Pradesh,Jaipur,26-35,Bank_D,High,Cheating
V0010199,Telangana,Hyderabad,51+,Bank_A,Medium,Fraud
V0010200,Maharashtra,Mumbai,18-25,Bank_A,High,Fraud
V0010201,Telangana,Hyderabad,36-50,Bank_E,High,Cheating
V0010202,Odisha,Mumbai,36-50,Bank_D,High,Cheating
V0010203,Maharashtra,Pune,18-25,Bank_D,Medium,Cheating
V0010204,Telangana,Hyderabad,36-50,Bank_E,High,Fraud
V0010205,Odisha,Delhi,18-25,Bank_C,High,Cheating
V0010206,Telangana,Hyderabad,51+,Bank_E,High,Cheating
V0010207,Telangana,Hyderabad,26-35,Bank_E,High,Cheating
V0010208,Telangana,Hyderabad,36-50,Bank_D,High,Forgery
V0010209,Odisha,Ahmedabad,51+,Bank_D,Medium,Cheating
V0010210,Andhra Pradesh,Patna,26-35,Bank_B,High,Cheating
V0010211,Andhra Pradesh,Kolkata,36-50,Bank_C,Low,Cheating
V0010212,Bihar,Patna,51+,Bank_A,High,Fraud
V0010213,Maharashtra,Pune,51+,Bank_C,High,Fraud
V0010214,Andhra Pradesh,Pune,26-35,Bank_B,Low,Fraud
V0010215,Telangana,Hyderabad,51+,Bank_E,High,Cheating
V0010216,Telangana,Hyderabad,51+,Bank_D,Medium,Cheating
V0010217,Odisha,Mumbai,36-50,Bank_D,Low,Fraud
V0010218,Telangana,Hyderabad,18-25,Bank_B,High,Fraud
V0010219,Telangana,Hyderabad,26-35,Bank_A,Low,Fraud
V0010220,Telangana,Hyderabad,36-50,Bank_A,High,Fraud
V0010221,Telangana,Hyderabad,26-35,Bank_E,High,Fake Profile
V0010222,Rajasthan,Jaipur,18-25,Bank_C,Low,Fraud
V0010223,Telangana,Hyderabad,51+,Bank_E,High,Fraud
V0010224,Telangana,Hyderabad,51+,Bank_E,Low,Cheating
V0010225,Telangana,Hyderabad,51+,Bank_E,High,Cheating
V0010226,Andhra Pradesh,Delhi,18-25,Bank_C,High,Fraud
V0010227,Telangana,Hyderabad,18-25,Bank_A,High,Cheating
V0010228,Telangana,Hyderabad,18-25,Bank_E,Low,Fraud
V0010229,Maharashtra,Pune,26-35,Bank_D,Medium,Fraud
V0010230,Telangana,Hyderabad,26-35,Bank_C,Medium,Fraud
V0010231,Andhra Pradesh,Patna,18-25,Bank_D,Medium,Cheating
V0010232,Odisha,Kolkata,36-50,Bank_E,Low,Cheating
V0010233,Bihar,Patna,51+,Bank_D,Low,Cheating
V0010234,Telangana,Hyderabad,51+,Bank_B,Medium,Cheating
V0010235,Uttar Pradesh,Lucknow,36-50,Bank_D,Low,Cheating
V0010236,Telangana,Hyderabad,18-25,Bank_D,High,Fraud
V0010237,Telangana,Hyderabad,51+,Bank_D,High,Fraud
V0010238,Uttar Pradesh,Lucknow,51+,Bank_C,Medium,Cheating
V0010239,Odisha,Mumbai,36-50,Bank_D,Medium,Fraud
V0010240,Bihar,Patna,51+,Bank_B,Medium,Fraud
V0010241,Telangana,Hyderabad,26-35,Bank_B,Low,Forgery
V0010242,Telangana,Hyderabad,26-35,Bank_E,Low,Cheating
V0010243,Maharashtra,Pune,26-35,Bank_A,High,Fraud
V0010244,Telangana,Hyderabad,36-50,Bank_A,Low,Cheating
V0010245,Telangana,Hyderabad,51+,Bank_A,Medium,Forgery
V0010246,Telangana,Hyderabad,26-35,Bank_C,High,Fraud
V0010247,Telangana,Hyderabad,26-35,Bank_E,High,Cheating
V0010248,Telangana,Hyderabad,51+,Bank_D,Medium,Cheating
V0010249,Bihar,Patna,36-50,Bank_A,Medium,Cheating
V0010250,Bihar,Patna,36-50,Bank_C,Low,Fraud
V0010251,Telangana,Hyderabad,18-25,Bank_B,High,Cheating
V0010252,Telangana,Hyderabad,36-50,Bank_A,Medium,Cheating
V0010253,Telangana,Hyderabad,51+,Bank_A,Medium,Cheating
V0010254,Telangana,Hyderabad,26-35,Bank_A,High,Cheating
V0010255,Telangana,Hyderabad,18-25,Bank_D,Medium,Cheating
V0010256,Telangana,Hyderabad,18-25,Bank_D,Low,Cheating
V0010257,Telangana,Hyderabad,26-35,Bank_A,High,Fraud
V0010258,Telangana,Hyderabad,26-35,Bank_C,Low,Fraud
V0010259,Tamil Nadu,Chennai,18-25,Bank_C,Medium,Fraud
V0010260,Telangana,Hyderabad,36-50,Bank_C,Medium,Cheating
V0010261,Telangana,Hyderabad,51+,Bank_D,Low,Cyber Blackmailing
V0010262,Maharashtra,Mumbai,51+,Bank_A,Low,Cheating
V0010263,Maharashtra,Mumbai,51+,Bank_A,Medium,Cheating
V0010264,Odisha,Hyderabad,18-25,Bank_B,Medium,Cheating
V0010265,Tamil Nadu,Chennai,18-25,Bank_D,Low,Fraud
V0010266,Telangana,Hyderabad,36-50,Bank_E,Medium,Fraud
V0010267,Maharashtra,Pune,18-25,Bank_C,Low,Fraud
V0010268,Telangana,Hyderabad,26-35,Bank_E,Medium,Fraud
V0010269,Uttar Pradesh,Lucknow,51+,Bank_E,Medium,Fraud
V0010270,Andhra Pradesh,Kolkata,36-50,Bank_B,High,Fraud
V0010271,Telangana,Hyderabad,51+,Bank_B,Low,Cheating
V0010272,Telangana,Hyderabad,18-25,Bank_A,Low,Cheating
V0010273,Telangana,Hyderabad,36-50,Bank_D,Medium,Fraud
V0010274,Telangana,Hyderabad,26-35,Bank_E,Low,Cheating
V0010275,Odisha,Bengaluru,51+,Bank_B,Low,Fraud
V0010276,Bihar,Patna,51+,Bank_E,Low,Fraud
V0010277,Telangana,Hyderabad,51+,Bank_A,High,Fraud
V0010278,Bihar,Patna,51+,Bank_E,Medium,Fraud
V0010279,Telangana,Hyderabad,36-50,Bank_A,Medium,Cheating
V0010280,Bihar,Patna,26-35,Bank_D,Medium,Cheating
V0010281,Bihar,Patna,26-35,Bank_C,Low,Cheating
V0010282,Telangana,Hyderabad,26-35,Bank_E,High,Cheating
V0010283,Telangana,Hyderabad,26-35,Bank_B,Medium,Fraud
V0010284,Tamil Nadu,Chennai,18-25,Bank_E,Medium,Fraud
V0010285,Telangana,Hyderabad,51+,Bank_E,High,Fraud
V0010286,Telangana,Hyderabad,18-25,Bank_A,Medium,Forgery
V0010287,Tamil Nadu,Chennai,18-25,Bank_A,Medium,Cheating
V0010288,Tamil Nadu,Chennai,51+,Bank_E,Medium,Fraud
V0010289,Telangana,Hyderabad,36-50,Bank_D,Medium,Fraud
V0010290,Telangana,Hyderabad,51+,Bank_C,Low,Cheating
V0010291,Telangana,Hyderabad,26-35,Bank_B,Low,Fraud
V0010292,Telangana,Hyderabad,51+,Bank_D,Low,Fraud
V0010293,Odisha,Pune,18-25,Bank_B,Medium,Cheating
V0010294,Telangana,Hyderabad,18-25,Bank_A,Low,Fraud
V0010295,Telangana,Hyderabad,18-25,Bank_B,High,Fraud
V0010296,Telangana,Hyderabad,26-35,Bank_B,Low,Fraud
V0010297,Telangana,Hyderabad,51+,Bank_B,Low,Fraud
V0010298,Telangana,Hyderabad,26-35,Bank_D,Low,Fraud
V0010299,Maharashtra,Mumbai,26-35,Bank_A,Low,Forgery
V0010300,Odisha,Pune,36-50,Bank_E,Medium,Fraud
V0010301,Bihar,Patna,18-25,Bank_B,Medium,Cheating
V0010302,Bihar,Patna,26-35,Bank_B,Low,Cheating
V0010303,Telangana,Hyderabad,36-50,Bank_D,Low,Fraud
V0010304,Telangana,Hyderabad,26-35,Bank_C,High,Fraud
V0010305,Odisha,Ahmedabad,36-50,Bank_A,Medium,Cheating
V0010306,Odisha,Ahmedabad,51+,Bank_D,High,Cheating
V0010307,Maharashtra,Pune,36-50,Bank_A,Medium,Fraud
V0010308,Andhra Pradesh,Delhi,18-25,Bank_D,Low,Cheating
V0010309,Bihar,Patna,26-35,Bank_E,High,Cheating
V0010310,Telangana,Hyderabad,26-35,Bank_B,High,Fraud
V0010311,Telangana,Hyderabad,36-50,Bank_D,Low,Cheating
V0010312,Bihar,Patna,18-25,Bank_E,Low,Fraud
V0010313,Maharashtra,Pune,26-35,Bank_D,Medium,Fraud
V0010314,Bihar,Patna,26-35,Bank_D,Low,Cheating
V0010315,Bihar,Patna,26-35,Bank_D,High,Cheating
V0010316,Telangana,Hyderabad,26-35,Bank_B,High,Cheating
V0010317,Odisha,Jaipur,18-25,Bank_D,Low,Cheating
V0010318,Bihar,Patna,18-25,Bank_C,High,Cheating
V0010319,Maharashtra,Pune,26-35,Bank_A,High,Fraud
V0010320,Odisha,Delhi,51+,Bank_E,Medium,Fraud
V0010321,Telangana,Hyderabad,51+,Bank_A,Medium,Cheating
V0010322,Telangana,Hyderabad,36-50,Bank_B,High,Forgery
V0010323,Telangana,Hyderabad,36-50,Bank_B,High,Fraud
V0010324,Telangana,Hyderabad,26-35,Bank_E,High,Fraud
V0010325,Andhra Pradesh,Mumbai,36-50,Bank_B,High,Cheating
V0010326,Telangana,Hyderabad,51+,Bank_E,High,Fraud
V0010327,Maharashtra,Mumbai,36-50,Bank_D,Low,Cheating
V0010328,Bihar,Patna,18-25,Bank_A,Medium,Cheating
V0010329,Andhra Pradesh,Pune,36-50,Bank_C,High,Fraud
V0010330,Telangana,Hyderabad,51+,Bank_D,High,Fraud
V0010331,Uttar Pradesh,Lucknow,26-35,Bank_D,High,Fraud
V0010332,Tamil Nadu,Chennai,36-50,Bank_D,Medium,Fraud
V0010333,Telangana,Hyderabad,18-25,Bank_B,Low,Fraud
V0010334,Telangana,Hyderabad,26-35,Bank_E,High,Cheating
V0010335,Telangana,Hyderabad,51+,Bank_D,High,Fraud
V0010336,Telangana,Hyderabad,26-35,Bank_A,Low,Fraud
V0010337,Telangana,Hyderabad,51+,Bank_E,Low,Fraud
V0010338,Bihar,Patna,36-50,Bank_B,High,Fraud
V0010339,Odisha,Patna,51+,Bank_B,Medium,Cheating
V0010340,Telangana,Hyderabad,36-50,Bank_E,High,Fraud
V0010341,Telangana,Hyderabad,26-35,Bank_B,Medium,Cheating
V0010342,Bihar,Patna,51+,Bank_A,Low,Cheating
V0010343,Telangana,Hyderabad,18-25,Bank_D,Medium,Fraud
V0010344,Tamil Nadu,Chennai,36-50,Bank_D,Low,Cheating
V0010345,Telangana,Hyderabad,36-50,Bank_E,Low,Fraud
V0010346,Bihar,Patna,18-25,Bank_A,Low,Fraud
V0010347,Telangana,Hyderabad,26-35,Bank_A,High,Fraud
V0010348,Bihar,Patna,36-50,Bank_B,Medium,Cheating
V0010349,Telangana,Hyderabad,51+,Bank_D,Low,Cyber Blackmailing
V0010350,Maharashtra,Mumbai,18-25,Bank_D,Medium,Fraud
V0010351,Maharashtra,Pune,51+,Bank_A,High,Fraud
V0010352,Telangana,Hyderabad,26-35,Bank_C,High,Cheating
V0010353,Telangana,Hyderabad,36-50,Bank_C,High,Fraud
V0010354,Maharashtra,Pune,51+,Bank_E,Low,Cheating
V0010355,Telangana,Hyderabad,18-25,Bank_A,Medium,Cheating
V0010356,Bihar,Patna,36-50,Bank_B,High,Cheating
V0010357,Telangana,Hyderabad,51+,Bank_A,High,Cheating
V0010358,Maharashtra,Pune,51+,Bank_E,High,Fraud
V0010359,Telangana,Hyderabad,36-50,Bank_C,High,Fraud
V0010360,Telangana,Hyderabad,51+,Bank_D,High,Cheating
V0010361,Odisha,Bengaluru,26-35,Bank_A,High,Cheating
V0010362,Telangana,Hyderabad,51+,Bank_D,Medium,Cheating
V0010363,Andhra Pradesh,Patna,36-50,Bank_A,Low,Cheating
V0010364,Bihar,Patna,18-25,Bank_B,Low,Cheating
V0010365,Bihar,Patna,36-50,Bank_A,Medium,Fraud
V0010366,Odisha,Patna,51+,Bank_A,High,Cheating
V0010367,Telangana,Hyderabad,18-25,Bank_C,Medium,Fraud
V0010368,Telangana,Hyderabad,51+,Bank_C,High,Fraud
V0010369,Telangana,Hyderabad,18-25,Bank_A,Low,Cheating
V0010370,Bihar,Patna,51+,Bank_A,Medium,Fraud
V0010371,Telangana,Hyderabad,51+,Bank_C,Low,Fraud
V0010372,Telangana,Hyderabad,51+,Bank_A,Medium,Fraud
V0010373,Telangana,Hyderabad,26-35,Bank_D,Low,Fraud
V0010374,Telangana,Hyderabad,26-35,Bank_D,High,Cheating
V0010375,Telangana,Hyderabad,51+,Bank_E,Low,Fake Profile
V0010376,Bihar,Patna,26-35,Bank_B,Low,Cheating
V0010377,Telangana,Hyderabad,36-50,Bank_E,Low,Cheating
V0010378,Bihar,Patna,36-50,Bank_E,Medium,Cheating
V0010379,Telangana,Hyderabad,26-35,Bank_E,Low,Cheating
V0010380,Maharashtra,Mumbai,51+,Bank_C,Low,Fraud
V0010381,Telangana,Hyderabad,51+,Bank_E,Low,Cheating
V0010382,Telangana,Hyderabad,36-50,Bank_A,Low,Fraud
V0010383,Telangana,Hyderabad,51+,Bank_C,Low,Fraud
V0010384,Telangana,Hyderabad,18-25,Bank_C,Medium,Cheating
V0010385,Telangana,Hyderabad,26-35,Bank_A,High,Fraud
V0010386,Telangana,Hyderabad,51+,Bank_B,Medium,Cheating
V0010387,Bihar,Patna,26-35,Bank_E,High,Cheating
V0010388,Telangana,Hyderabad,18-25,Bank_C,Medium,Fraud
V0010389,Tamil Nadu,Chennai,18-25,Bank_C,High,Fraud
V0010390,Telangana,Hyderabad,36-50,Bank_A,Medium,Fraud
V0010391,Telangana,Hyderabad,18-25,Bank_E,Medium,Cheating
V0010392,Telangana,Hyderabad,26-35,Bank_B,Low,Fraud
V0010393,Odisha,Delhi,26-35,Bank_E,Low,Fraud
V0010394,Maharashtra,Pune,18-25,Bank_D,Medium,Cheating
V0010395,Telangana,Hyderabad,36-50,Bank_C,Medium,Fraud
V0010396,Maharashtra,Mumbai,51+,Bank_B,Medium,Cheating
V0010397,Punjab,Pune,51+,Bank_E,Medium,Fraud
V0010398,Telangana,Hyderabad,36-50,Bank_D,High,Cheating
V0010399,Telangana,Hyderabad,36-50,Bank_C,High,Cheating
