complaint_id,account_id,hop_depth,chain_depth,incoming_amount,retained_amount_ratio,holding_time_minutes,outgoing_activity_in_case,prior_case_count,mule_reputation,account_age_days,ring_size,account_type,is_terminal_node
C0012574,ACC000043,3,4,51600,0.0213,4.06,1,109,1.0,1074,9,SAVINGS,0
C0012574,ACC000045,4,4,50500,1.0,0.0,0,120,1.0,1153,9,SAVINGS,1
C0012575,ACC000003,1,3,30400,0.0099,4.57,1,2602,1.0,1227,3,SAVINGS,0
C0012575,ACC000001,2,3,16052,0.0282,23.31,1,2621,1.0,870,3,SAVINGS,0
C0012575,ACC000002,2,3,14048,0.0177,16.59,1,2614,1.0,1451,3,SAVINGS,0
C0012575,ACC000003,3,3,59800,1.0,0.0,0,2602,1.0,1227,3,SAVINGS,1
C0012576,ACC001052,1,3,42300,0.0165,15.44,1,6,0.8775,1470,3,SAVINGS,0
C0012576,ACC001053,2,3,41600,0.0264,22.66,1,6,0.8775,1514,3,SAVINGS,0
C0012576,ACC001054,3,3,40500,1.0,0.0,0,5,0.8262,546,3,SAVINGS,1
C0012577,ACC000005,1,3,186500,0.0054,10.92,1,1174,1.0,1619,3,SAVINGS,0
C0012577,ACC000006,2,3,185500,0.0372,11.83,1,1170,1.0,1301,3,SAVINGS,0
C0012577,ACC000004,3,3,178600,1.0,0.0,0,1169,1.0,1654,3,SAVINGS,1
C0012578,ACC000136,1,2,166900,0.012,17.84,1,89,1.0,548,3,CURRENT,0
C0012578,ACC000135,2,2,164900,1.0,0.0,0,87,1.0,1521,3,SAVINGS,1
C0012579,ACC001588,1,3,22300,0.0135,6.88,1,2,0.5034,796,3,CURRENT,0
C0012579,ACC001589,2,3,22000,0.0182,10.88,1,1,0.2953,1172,3,SAVINGS,0
C0012579,ACC001587,3,3,21600,1.0,0.0,0,2,0.5034,1604,3,SAVINGS,1
C0012580,ACC000458,1,3,550600,0.0171,13.98,1,18,0.9982,572,3,SAVINGS,0
C0012580,ACC000460,2,3,332308,0.0244,19.34,1,18,0.9982,1867,3,CURRENT,0
C0012580,ACC000459,2,3,208892,0.0052,6.06,1,18,0.9982,1186,3,CURRENT,0
C0012580,ACC000460,3,3,864308,1.0,0.0,0,18,0.9982,1867,3,CURRENT,1
C0012581,ACC000020,1,2,2700,0.037,22.51,1,563,1.0,1797,3,SAVINGS,0
C0012581,ACC000021,2,2,2600,1.0,0.0,0,571,1.0,1756,3,SAVINGS,1
C0012582,ACC000389,1,3,19800,0.0202,7.51,1,2,0.5034,908,18,SAVINGS,0
C0012582,ACC000387,2,3,19400,0.0155,13.31,1,5,0.8262,1647,18,SAVINGS,0
C0012582,ACC000377,3,3,19100,1.0,0.0,0,5,0.8262,1316,18,SAVINGS,1
C0012583,ACC000325,1,3,1545400,0.0335,3.36,1,27,0.9999,1495,3,SAVINGS,0
C0012583,ACC000324,2,3,684090,0.0371,7.35,1,27,0.9999,584,3,SAVINGS,0
C0012583,ACC000323,2,3,809510,0.0365,15.7,1,26,0.9999,248,3,SAVINGS,0
C0012583,ACC000325,3,3,2984100,1.0,0.0,0,27,0.9999,1495,3,SAVINGS,1
C0012584,ACC000001,1,3,33600,0.0327,9.27,1,2622,1.0,870,3,SAVINGS,0
C0012584,ACC000003,2,3,32500,0.0215,11.9,1,2603,1.0,1227,3,SAVINGS,0
C0012584,ACC000002,3,3,31800,1.0,0.0,0,2615,1.0,1451,3,SAVINGS,1
C0012585,ACC000063,1,3,333300,0.0351,2.36,1,150,1.0,1176,3,SAVINGS,0
C0012585,ACC000064,2,3,78983,0.0074,18.48,1,153,1.0,2183,3,SAVINGS,0
C0012585,ACC000062,2,3,242617,0.0392,13.23,1,154,1.0,2130,3,SAVINGS,0
C0012585,ACC000064,3,3,390483,1.0,0.0,0,153,1.0,2183,3,SAVINGS,1
C0012586,ACC000425,1,2,242700,0.0202,15.56,1,20,0.9991,292,3,CURRENT,0
C0012586,ACC000423,2,2,237800,1.0,0.0,0,19,0.9987,1870,3,SAVINGS,1
C0012587,ACC001079,1,3,18200,0.0165,14.3,1,3,0.6501,413,3,CURRENT,0
C0012587,ACC001081,2,3,11333,0.0294,3.89,1,2,0.5034,1572,3,SAVINGS,0
C0012587,ACC001080,2,3,6567,0.0407,11.22,1,3,0.6501,1281,3,CURRENT,0
C0012587,ACC001081,3,3,28633,1.0,0.0,0,2,0.5034,1572,3,SAVINGS,1
C0012588,ACC000135,1,3,2100,0.0,12.13,1,88,1.0,1521,3,SAVINGS,0
C0012588,ACC000136,2,3,1418,0.0127,3.59,1,90,1.0,548,3,CURRENT,0
C0012588,ACC000134,2,3,682,0.0,11.38,1,91,1.0,908,3,SAVINGS,0
C0012588,ACC000136,3,3,3518,1.0,0.0,0,90,1.0,548,3,CURRENT,1
C0012589,ACC000968,1,3,74100,0.0337,14.55,1,7,0.9137,238,3,SAVINGS,0
C0012589,ACC000969,2,3,41693,0.031,20.2,1,7,0.9137,225,3,CURRENT,0
C0012589,ACC000970,2,3,70307,0.0229,10.71,1,6,0.8775,160,3,SAVINGS,0
C0012589,ACC000970,3,3,139007,1.0,0.0,0,6,0.8775,160,3,SAVINGS,1
C0012590,ACC000554,1,3,21500,0.0372,10.98,1,15,0.9948,2095,5,SAVINGS,0
C0012590,ACC000550,2,3,9925,0.0126,5.58,1,14,0.9926,245,5,SAVINGS,0
C0012590,ACC000552,2,3,10775,0.007,23.17,1,15,0.9948,619,5,SAVINGS,0
C0012590,ACC000551,3,3,20500,1.0,0.0,0,16,0.9963,767,5,SAVINGS,1
C0012591,ACC000746,1,3,13500,0.037,4.18,1,8,0.9392,342,3,SAVINGS,0
C0012591,ACC000745,2,3,13000,0.0308,24.96,1,8,0.9392,1374,3,SAVINGS,0
C0012591,ACC000744,3,3,12600,1.0,0.0,0,8,0.9392,481,3,SAVINGS,1
C0012592,ACC000219,1,3,10500,0.0286,17.54,1,34,1.0,222,3,SAVINGS,0
C0012592,ACC000217,2,3,7036,0.0335,15.25,1,36,1.0,22,3,SAVINGS,0
C0012592,ACC000218,2,3,3164,0.0202,14.64,1,38,1.0,1395,3,SAVINGS,0
C0012592,ACC000219,3,3,20400,1.0,0.0,0,34,1.0,222,3,SAVINGS,1
C0012593,ACC000013,1,3,14600,0.0205,17.95,1,312,1.0,711,12,SAVINGS,0
C0012593,ACC000015,2,3,14300,0.014,24.01,1,321,1.0,1880,12,CURRENT,0
C0012593,ACC000008,3,3,14100,1.0,0.0,0,287,1.0,297,12,SAVINGS,1
C0012594,ACC000003,1,3,486800,0.0123,13.33,1,2604,1.0,1227,3,SAVINGS,0
C0012594,ACC000001,2,3,259646,0.0352,11.95,1,2623,1.0,870,3,SAVINGS,0
C0012594,ACC000002,2,3,221154,0.0373,3.46,1,2616,1.0,1451,3,SAVINGS,0
C0012594,ACC000003,3,3,950200,1.0,0.0,0,2604,1.0,1227,3,SAVINGS,1
C0012595,ACC000631,1,2,9400,0.0426,22.95,1,8,0.9392,1631,3,CURRENT,0
C0012595,ACC000630,2,2,9000,1.0,0.0,0,9,0.9571,414,3,CURRENT,1
C0012596,ACC000340,1,3,192500,0.0177,11.58,1,25,0.9998,1027,3,SAVINGS,0
C0012596,ACC000341,2,3,132291,0.0294,13.21,1,24,0.9998,1579,3,SAVINGS,0
C0012596,ACC000342,2,3,185209,0.0179,20.18,1,25,0.9998,1940,3,SAVINGS,0
C0012596,ACC000342,3,3,367109,1.0,0.0,0,25,0.9998,1940,3,SAVINGS,1
C0012597,ACC000005,1,3,52400,0.0076,1.55,1,1175,1.0,1619,3,SAVINGS,0
C0012597,ACC000006,2,3,20229,0.0064,12.89,1,1171,1.0,1301,3,SAVINGS,0
C0012597,ACC000004,2,3,31771,0.0369,17.32,1,1170,1.0,1654,3,SAVINGS,0
C0012597,ACC000006,3,3,70929,1.0,0.0,0,1171,1.0,1301,3,SAVINGS,1
C0012598,ACC000003,1,3,10300,0.0291,22.15,1,2605,1.0,1227,3,SAVINGS,0
C0012598,ACC000001,2,3,10000,0.03,10.65,1,2624,1.0,870,3,SAVINGS,0
C0012598,ACC000002,3,3,9700,1.0,0.0,0,2617,1.0,1451,3,SAVINGS,1
C0012599,ACC000335,1,3,82300,0.0316,6.92,1,25,0.9998,779,3,SAVINGS,0
C0012599,ACC000336,2,3,6646,0.037,21.46,1,27,0.9999,603,3,SAVINGS,0
C0012599,ACC000334,2,3,73054,0.0144,22.34,1,26,0.9999,325,3,SAVINGS,0
C0012599,ACC000336,3,3,85046,1.0,0.0,0,27,0.9999,603,3,SAVINGS,1
C0012600,ACC000135,1,3,112700,0.0213,13.04,1,89,1.0,1521,3,SAVINGS,0
C0012600,ACC000134,2,3,110300,0.0363,7.53,1,92,1.0,908,3,SAVINGS,0
C0012600,ACC000136,3,3,106300,1.0,0.0,0,91,1.0,548,3,CURRENT,1
C0012601,ACC000149,1,3,3200,0.0312,9.67,1,60,1.0,780,3,CURRENT,0
C0012601,ACC000150,2,3,3100,0.0,5.96,1,59,1.0,215,3,CURRENT,0
C0012601,ACC000148,3,3,3100,1.0,0.0,0,61,1.0,1751,3,SAVINGS,1
C0012602,ACC000002,1,3,30900,0.0324,4.01,1,2618,1.0,1451,3,SAVINGS,0
C0012602,ACC000001,2,3,26460,0.0325,8.49,1,2625,1.0,870,3,SAVINGS,0
C0012602,ACC000003,2,3,29040,0.0289,6.61,1,2606,1.0,1227,3,SAVINGS,0
C0012602,ACC000003,3,3,57240,1.0,0.0,0,2606,1.0,1227,3,SAVINGS,1
C0012603,ACC000005,1,3,30100,0.0365,6.46,1,1176,1.0,1619,3,SAVINGS,0
C0012603,ACC000004,2,3,15231,0.0217,24.92,1,1171,1.0,1654,3,SAVINGS,0
C0012603,ACC000006,2,3,28669,0.0094,17.74,1,1172,1.0,1301,3,SAVINGS,0
C0012603,ACC000006,3,3,57069,1.0,0.0,0,1172,1.0,1301,3,SAVINGS,1
C0012604,ACC000149,1,3,244600,0.029,12.77,1,61,1.0,780,3,CURRENT,0
C0012604,ACC000150,2,3,149061,0.0333,21.9,1,60,1.0,215,3,CURRENT,0
C0012604,ACC000148,2,3,88439,0.0231,17.76,1,62,1.0,1751,3,SAVINGS,0
C0012604,ACC000150,3,3,379561,1.0,0.0,0,60,1.0,215,3,CURRENT,1
C0012605,ACC000001,1,3,13000,0.0154,14.83,1,2626,1.0,870,3,SAVINGS,0
C0012605,ACC000003,2,3,3931,0.0333,15.37,1,2607,1.0,1227,3,SAVINGS,0
C0012605,ACC000002,2,3,8869,0.0191,3.96,1,2619,1.0,1451,3,SAVINGS,0
C0012605,ACC000003,3,3,16431,1.0,0.0,0,2607,1.0,1227,3,SAVINGS,1
C0012606,ACC000191,1,3,1589600,0.0254,24.24,1,14,0.9926,1283,18,SAVINGS,0
C0012606,ACC000177,2,3,1549300,0.0118,3.02,1,18,0.9982,80,18,SAVINGS,0
C0012606,ACC000193,3,3,1531000,1.0,0.0,0,12,0.985,1768,18,SAVINGS,1
C0012607,ACC000004,1,3,44500,0.0247,15.44,1,1172,1.0,1654,3,SAVINGS,0
C0012607,ACC000005,2,3,43400,0.0069,1.57,1,1177,1.0,1619,3,SAVINGS,0
C0012607,ACC000006,3,3,43100,1.0,0.0,0,1173,1.0,1301,3,SAVINGS,1
C0012608,ACC000038,1,2,95500,0.0262,20.4,1,218,1.0,1812,5,SAVINGS,0
C0012608,ACC000037,2,2,93000,1.0,0.0,0,215,1.0,270,5,SAVINGS,1
C0012609,ACC000004,1,3,2800,0.0,3.64,1,1173,1.0,1654,3,SAVINGS,0
C0012609,ACC000005,2,3,1588,0.0,18.1,1,1178,1.0,1619,3,SAVINGS,0
C0012609,ACC000006,2,3,2812,0.0043,20.04,1,1174,1.0,1301,3,SAVINGS,0
C0012609,ACC000006,3,3,5612,1.0,0.0,0,1174,1.0,1301,3,SAVINGS,1
C0012610,ACC000003,1,2,9900,0.0101,3.69,1,2608,1.0,1227,3,SAVINGS,0
C0012610,ACC000001,2,2,9800,1.0,0.0,0,2627,1.0,870,3,SAVINGS,1
C0012611,ACC000294,1,3,29000,0.0069,14.89,1,24,0.9998,2050,6,SAVINGS,0
C0012611,ACC000293,2,3,28800,0.0104,23.69,1,20,0.9991,551,6,SAVINGS,0
C0012611,ACC000296,3,3,28500,1.0,0.0,0,22,0.9995,1165,6,SAVINGS,1
C0012612,ACC000303,1,3,1200,0.0,22.09,1,21,0.9994,1740,4,SAVINGS,0
C0012612,ACC000302,2,3,119,0.1597,16.38,1,19,0.9987,1291,4,SAVINGS,0
C0012612,ACC000301,2,3,1081,0.0749,5.92,1,23,0.9997,1261,4,SAVINGS,0
C0012612,ACC000300,3,3,1100,1.0,0.0,0,20,0.9991,361,4,CURRENT,1
C0012613,ACC000024,1,3,25500,0.0235,5.01,1,252,1.0,602,8,SAVINGS,0
C0012613,ACC000026,2,3,24900,0.004,12.28,1,266,1.0,1512,8,SAVINGS,0
C0012613,ACC000025,3,3,24800,1.0,0.0,0,262,1.0,396,8,CURRENT,1
C0012614,ACC000165,1,2,47500,0.0147,7.79,1,63,1.0,934,3,SAVINGS,0
C0012614,ACC000164,2,2,46800,1.0,0.0,0,67,1.0,767,3,SAVINGS,1
C0012615,ACC000153,1,3,1000,0.0,9.5,1,54,1.0,1244,3,SAVINGS,0
C0012615,ACC000151,2,3,827,0.0326,4.75,1,57,1.0,2156,3,SAVINGS,0
C0012615,ACC000152,2,3,173,0.0,10.94,1,57,1.0,654,3,SAVINGS,0
C0012615,ACC000153,3,3,2000,1.0,0.0,0,54,1.0,1244,3,SAVINGS,1
C0012616,ACC000061,1,3,6900,0.0145,6.97,1,126,1.0,819,7,SAVINGS,0
C0012616,ACC000057,2,3,6800,0.0441,5.2,1,119,1.0,290,7,SAVINGS,0
C0012616,ACC000059,3,3,6500,1.0,0.0,0,117,1.0,1396,7,SAVINGS,1
C0012617,ACC000131,1,3,4300,0.0233,3.11,1,92,1.0,476,3,CURRENT,0
C0012617,ACC000133,2,3,4200,0.0476,20.38,1,89,1.0,205,3,SAVINGS,0
C0012617,ACC000132,3,3,4000,1.0,0.0,0,91,1.0,94,3,CURRENT,1
C0012618,ACC000433,1,3,10500,0.0286,22.93,1,22,0.9995,35,3,CURRENT,0
C0012618,ACC000435,2,3,3064,0.0209,5.15,1,23,0.9997,672,3,SAVINGS,0
C0012618,ACC000434,2,3,7136,0.0331,9.33,1,21,0.9994,1703,3,SAVINGS,0
C0012618,ACC000435,3,3,12964,1.0,0.0,0,23,0.9997,672,3,SAVINGS,1
C0012619,ACC000004,1,3,30000,0.0267,1.55,1,1174,1.0,1654,3,SAVINGS,0
C0012619,ACC000006,2,3,29200,0.0342,17.12,1,1175,1.0,1301,3,SAVINGS,0
C0012619,ACC000005,3,3,28200,1.0,0.0,0,1179,1.0,1619,3,SAVINGS,1
C0012620,ACC000031,1,3,19200,0.0208,18.31,1,383,1.0,1935,3,SAVINGS,0
C0012620,ACC000032,2,3,18800,0.0372,9.91,1,375,1.0,157,3,SAVINGS,0
C0012620,ACC000030,3,3,18100,1.0,0.0,0,384,1.0,1649,3,SAVINGS,1
C0012621,ACC001413,1,2,16400,0.0305,12.72,1,4,0.7534,83,3,SAVINGS,0
C0012621,ACC001412,2,2,15900,1.0,0.0,0,4,0.7534,47,3,SAVINGS,1
C0012622,ACC000034,1,3,212400,0.0226,9.81,1,288,1.0,1812,3,CURRENT,0
C0012622,ACC000033,2,3,110362,0.0287,5.41,1,288,1.0,1438,3,SAVINGS,0
C0012622,ACC000035,2,3,204438,0.0242,9.16,1,294,1.0,873,3,SAVINGS,0
C0012622,ACC000035,3,3,403938,1.0,0.0,0,294,1.0,873,3,SAVINGS,1
C0012623,ACC000397,1,3,197100,0.0112,7.04,1,16,0.9963,1430,3,SAVINGS,0
C0012623,ACC000396,2,3,194900,0.0287,19.82,1,16,0.9963,968,3,SAVINGS,0
C0012623,ACC000395,3,3,189300,1.0,0.0,0,15,0.9948,203,3,CURRENT,1
C0012624,ACC000063,1,3,8600,0.0116,13.24,1,151,1.0,1176,3,SAVINGS,0
C0012624,ACC000062,2,3,8500,0.0118,10.13,1,155,1.0,2130,3,SAVINGS,0
C0012624,ACC000064,3,3,8400,1.0,0.0,0,154,1.0,2183,3,SAVINGS,1
C0012625,ACC000031,1,3,5700,0.0351,17.55,1,384,1.0,1935,3,SAVINGS,0
C0012625,ACC000032,2,3,1711,0.0064,5.15,1,376,1.0,157,3,SAVINGS,0
C0012625,ACC000030,2,3,3789,0.0235,15.21,1,385,1.0,1649,3,SAVINGS,0
C0012625,ACC000032,3,3,7111,1.0,0.0,0,376,1.0,157,3,SAVINGS,1
C0012626,ACC000034,1,3,105200,0.0266,21.96,1,289,1.0,1812,3,CURRENT,0
C0012626,ACC000035,2,3,5465,0.0119,15.86,1,295,1.0,873,3,SAVINGS,0
C0012626,ACC000033,2,3,96935,0.0096,18.6,1,289,1.0,1438,3,SAVINGS,0
C0012626,ACC000035,3,3,106865,1.0,0.0,0,295,1.0,873,3,SAVINGS,1
C0012627,ACC000038,1,5,8000,0.025,17.25,1,219,1.0,1812,5,SAVINGS,0
C0012627,ACC000039,2,5,3803,0.0008,17.31,1,223,1.0,1441,5,SAVINGS,0
C0012627,ACC000037,2,5,3997,0.0,1.29,1,216,1.0,270,5,SAVINGS,0
C0012627,ACC000036,3,5,7800,0.0385,19.75,1,221,1.0,815,5,SAVINGS,0
C0012627,ACC000040,4,5,7500,0.0133,5.87,1,217,1.0,2146,5,CURRENT,0
C0012627,ACC000040,5,5,14900,1.0,0.0,0,217,1.0,2146,5,CURRENT,1
C0012628,ACC000031,1,3,1300,0.0,7.66,1,385,1.0,1935,3,SAVINGS,0
C0012628,ACC000032,2,3,1300,0.0,2.82,1,377,1.0,157,3,SAVINGS,0
C0012628,ACC000030,3,3,1300,1.0,0.0,0,386,1.0,1649,3,SAVINGS,1
C0012629,ACC000002,1,3,44100,0.0159,21.83,1,2620,1.0,1451,3,SAVINGS,0
C0012629,ACC000003,2,3,43400,0.0184,6.19,1,2609,1.0,1227,3,SAVINGS,0
C0012629,ACC000001,3,3,42600,1.0,0.0,0,2628,1.0,870,3,SAVINGS,1
C0012630,ACC000002,1,3,105000,0.0162,7.71,1,2621,1.0,1451,3,SAVINGS,0
C0012630,ACC000003,2,3,103300,0.0136,9.45,1,2610,1.0,1227,3,SAVINGS,0
C0012630,ACC000001,3,3,101900,1.0,0.0,0,2629,1.0,870,3,SAVINGS,1
C0012631,ACC000005,1,3,13000,0.0077,12.72,1,1180,1.0,1619,3,SAVINGS,0
C0012631,ACC000006,2,3,12900,0.031,19.92,1,1176,1.0,1301,3,SAVINGS,0
C0012631,ACC000004,3,3,12500,1.0,0.0,0,1175,1.0,1654,3,SAVINGS,1
C0012632,ACC000001,1,3,25600,0.0039,11.34,1,2630,1.0,870,3,SAVINGS,0
C0012632,ACC000002,2,3,15763,0.023,19.81,1,2622,1.0,1451,3,SAVINGS,0
C0012632,ACC000003,2,3,25137,0.0373,9.07,1,2611,1.0,1227,3,SAVINGS,0
C0012632,ACC000003,3,3,49337,1.0,0.0,0,2611,1.0,1227,3,SAVINGS,1
C0012633,ACC000023,1,4,2100,0.0,4.0,1,242,1.0,2053,8,SAVINGS,0
C0012633,ACC000024,2,4,14,1.0,18.07,1,253,1.0,602,8,SAVINGS,0
C0012633,ACC000029,2,4,806,0.0074,17.27,1,261,1.0,1482,8,SAVINGS,0
C0012633,ACC000027,2,4,1280,0.0,15.19,1,234,1.0,1141,8,CURRENT,0
C0012633,ACC000025,3,4,2100,0.0476,6.65,1,263,1.0,396,8,CURRENT,0
C0012633,ACC000026,4,4,2000,1.0,0.0,0,267,1.0,1512,8,SAVINGS,1
C0012634,ACC000002,1,2,81100,0.0062,9.32,1,2623,1.0,1451,3,SAVINGS,0
C0012634,ACC000001,2,2,80600,1.0,0.0,0,2631,1.0,870,3,SAVINGS,1
C0012635,ACC000023,1,4,233500,0.0124,19.07,1,243,1.0,2053,8,SAVINGS,0
C0012635,ACC000024,2,4,72814,0.0098,9.18,1,254,1.0,602,8,SAVINGS,0
C0012635,ACC000022,2,4,157786,0.0272,4.63,1,248,1.0,431,8,CURRENT,0
C0012635,ACC000025,3,4,57974,0.0168,14.39,1,264,1.0,396,8,CURRENT,0
C0012635,ACC000028,3,4,167626,0.0312,19.92,1,250,1.0,707,8,CURRENT,0
C0012635,ACC000029,4,4,219400,1.0,0.0,0,262,1.0,1482,8,SAVINGS,1
C0012636,ACC000741,1,5,1900,0.0526,22.26,1,5,0.8262,1887,10,SAVINGS,0
C0012636,ACC000738,2,5,1800,0.0,12.77,1,4,0.7534,453,10,SAVINGS,0
C0012636,ACC000742,3,5,760,0.0789,2.86,1,3,0.6501,1902,10,CURRENT,0
C0012636,ACC000735,3,5,1040,0.0385,14.64,1,2,0.5034,1494,10,SAVINGS,0
C0012636,ACC000739,4,5,708,0.0113,22.04,1,5,0.8262,408,10,SAVINGS,0
C0012636,ACC000740,4,5,626,0.0415,18.01,1,4,0.7534,2031,10,SAVINGS,0
C0012636,ACC000743,4,5,366,0.0,20.33,1,6,0.8775,717,10,SAVINGS,0
C0012636,ACC000737,5,5,1700,1.0,0.0,0,3,0.6501,1944,10,SAVINGS,1
C0012637,ACC000160,1,3,1000,0.0,24.09,1,51,1.0,381,6,CURRENT,0
C0012637,ACC000161,2,3,1000,0.0,10.62,1,54,1.0,207,6,SAVINGS,0
C0012637,ACC000162,3,3,1000,1.0,0.0,0,49,1.0,172,6,CURRENT,1
C0012638,ACC000001,1,3,703300,0.0348,20.65,1,2632,1.0,870,3,SAVINGS,0
C0012638,ACC000002,2,3,678800,0.0293,18.2,1,2624,1.0,1451,3,SAVINGS,0
C0012638,ACC000003,3,3,658900,1.0,0.0,0,2612,1.0,1227,3,SAVINGS,1
C0012639,ACC000014,1,4,328600,0.0173,11.36,1,319,1.0,886,12,SAVINGS,0
C0012639,ACC000016,2,4,322900,0.0347,10.66,1,302,1.0,1394,12,SAVINGS,0
C0012639,ACC000017,3,4,311700,0.0183,13.95,1,284,1.0,2033,12,CURRENT,0
C0012639,ACC000013,4,4,306000,1.0,0.0,0,313,1.0,711,12,SAVINGS,1
C0012640,ACC000004,1,3,18500,0.0324,22.05,1,1176,1.0,1654,3,SAVINGS,0
C0012640,ACC000005,2,3,15743,0.0281,4.79,1,1181,1.0,1619,3,SAVINGS,0
C0012640,ACC000006,2,3,17457,0.0033,18.2,1,1177,1.0,1301,3,SAVINGS,0
C0012640,ACC000006,3,3,34857,1.0,0.0,0,1177,1.0,1301,3,SAVINGS,1
C0012641,ACC000301,1,4,20600,0.0194,3.54,1,24,0.9998,1261,4,SAVINGS,0
C0012641,ACC000300,2,4,11726,0.0107,1.19,1,21,0.9994,361,4,CURRENT,0
C0012641,ACC000302,2,4,8474,0.0323,2.8,1,20,0.9991,1291,4,SAVINGS,0
C0012641,ACC000303,3,4,19800,0.0253,14.82,1,22,0.9995,1740,4,SAVINGS,0
C0012641,ACC000303,4,4,39100,1.0,0.0,0,22,0.9995,1740,4,SAVINGS,1
C0012642,ACC000714,1,4,81800,0.0183,12.37,1,6,0.8775,1015,4,CURRENT,0
C0012642,ACC000715,2,4,31172,0.0119,7.91,1,5,0.8262,1903,4,SAVINGS,0
C0012642,ACC000717,2,4,49128,0.0128,23.25,1,6,0.8775,2191,4,CURRENT,0
C0012642,ACC000716,3,4,79300,0.0076,22.44,1,6,0.8775,641,4,SAVINGS,0
C0012642,ACC000717,4,4,127828,1.0,0.0,0,6,0.8775,2191,4,CURRENT,1
C0012643,ACC000002,1,3,1028600,0.0158,12.89,1,2625,1.0,1451,3,SAVINGS,0
C0012643,ACC000003,2,3,408533,0.0302,17.64,1,2613,1.0,1227,3,SAVINGS,0
C0012643,ACC000001,2,3,603767,0.0177,7.51,1,2633,1.0,870,3,SAVINGS,0
C0012643,ACC000003,3,3,1397833,1.0,0.0,0,2613,1.0,1227,3,SAVINGS,1
C0012644,ACC000125,1,4,39800,0.0276,20.94,1,55,1.0,1229,8,SAVINGS,0
C0012644,ACC000123,2,4,22004,0.0184,13.16,1,66,1.0,2188,8,CURRENT,0
C0012644,ACC000130,2,4,2713,0.0048,24.99,1,60,1.0,951,8,SAVINGS,0
C0012644,ACC000127,2,4,13983,0.0131,4.98,1,58,1.0,430,8,SAVINGS,0
C0012644,ACC000124,3,4,11878,0.0234,19.43,1,64,1.0,597,8,SAVINGS,0
C0012644,ACC000126,3,4,26222,0.0199,20.25,1,57,1.0,136,8,SAVINGS,0
C0012644,ACC000129,4,4,37300,1.0,0.0,0,61,1.0,525,8,SAVINGS,1
C0012645,ACC000948,1,3,742400,0.0202,3.04,1,5,0.8262,506,3,SAVINGS,0
C0012645,ACC000946,2,3,185035,0.0261,14.15,1,5,0.8262,1319,3,SAVINGS,0
C0012645,ACC000947,2,3,542365,0.0127,6.71,1,5,0.8262,1566,3,SAVINGS,0
C0012645,ACC000948,3,3,1458100,1.0,0.0,0,5,0.8262,506,3,SAVINGS,1
C0012646,ACC001030,1,4,29200,0.0103,3.67,1,3,0.6501,352,5,SAVINGS,0
C0012646,ACC001033,2,4,28900,0.0138,3.77,1,3,0.6501,390,5,CURRENT,0
C0012646,ACC001031,3,4,8968,0.0187,11.97,1,2,0.5034,1966,5,CURRENT,0
C0012646,ACC001032,3,4,19532,0.0068,16.97,1,2,0.5034,1917,5,CURRENT,0
C0012646,ACC001034,4,4,28200,1.0,0.0,0,3,0.6501,55,5,SAVINGS,1
C0012647,ACC000003,1,3,168000,0.006,15.59,1,2614,1.0,1227,3,SAVINGS,0
C0012647,ACC000001,2,3,167000,0.0341,18.88,1,2634,1.0,870,3,SAVINGS,0
C0012647,ACC000002,3,3,161300,1.0,0.0,0,2626,1.0,1451,3,SAVINGS,1
C0012648,ACC000003,1,3,34200,0.0058,23.92,1,2615,1.0,1227,3,SAVINGS,0
C0012648,ACC000002,2,3,34000,0.0324,5.49,1,2627,1.0,1451,3,SAVINGS,0
C0012648,ACC000001,3,3,32900,1.0,0.0,0,2635,1.0,870,3,SAVINGS,1
C0012649,ACC000049,1,3,19400,0.0309,4.16,1,113,1.0,438,9,SAVINGS,0
C0012649,ACC000045,2,3,18800,0.0213,3.25,1,121,1.0,1153,9,SAVINGS,0
C0012649,ACC000048,3,3,18400,1.0,0.0,0,120,1.0,1052,9,SAVINGS,1
C0012650,ACC000005,1,3,100300,0.008,10.71,1,1182,1.0,1619,3,SAVINGS,0
C0012650,ACC000004,2,3,32305,0.0342,24.02,1,1177,1.0,1654,3,SAVINGS,0
C0012650,ACC000006,2,3,98395,0.0315,7.97,1,1178,1.0,1301,3,SAVINGS,0
C0012650,ACC000006,3,3,193695,1.0,0.0,0,1178,1.0,1301,3,SAVINGS,1
C0012651,ACC000001,1,3,17200,0.0349,7.2,1,2636,1.0,870,3,SAVINGS,0
C0012651,ACC000003,2,3,2898,0.0,15.16,1,2616,1.0,1227,3,SAVINGS,0
C0012651,ACC000002,2,3,13702,0.022,15.14,1,2628,1.0,1451,3,SAVINGS,0
C0012651,ACC000003,3,3,19198,1.0,0.0,0,2616,1.0,1227,3,SAVINGS,1
C0012652,ACC000004,1,3,1100,0.0,17.53,1,1178,1.0,1654,3,SAVINGS,0
C0012652,ACC000006,2,3,620,0.0323,24.12,1,1179,1.0,1301,3,SAVINGS,0
C0012652,ACC000005,2,3,480,0.0,15.26,1,1183,1.0,1619,3,SAVINGS,0
C0012652,ACC000006,3,3,1720,1.0,0.0,0,1179,1.0,1301,3,SAVINGS,1
C0012653,ACC000001,1,3,36900,0.0352,8.16,1,2637,1.0,870,3,SAVINGS,0
C0012653,ACC000003,2,3,35600,0.0112,12.34,1,2617,1.0,1227,3,SAVINGS,0
