account_id,transaction_velocity_24h,unique_counterparties_7d,incoming_outgoing_ratio,avg_holding_time_minutes,ring_membership,prior_case_count,is_fraud_account
NACC005845,3.339,4,0.763,481.14,0,0,0
NACC005846,4.834,4,0.942,744.8,0,0,0
NACC005847,0.639,4,1.173,451.96,0,0,0
NACC005848,1.26,2,0.8,234.91,0,0,0
NACC005849,1.445,5,0.757,443.12,0,0,0
NACC005850,3.01,4,1.47,682.88,0,0,0
NACC005851,4.754,1,0.931,549.22,0,0,0
NACC005852,4.128,4,1.332,1150.07,0,0,0
NACC005853,1.869,4,1.348,623.25,0,0,0
NACC005854,4.104,3,1.11,474.05,0,0,0
NACC005855,0.847,3,0.787,643.03,0,0,0
NACC005856,2.584,4,1.387,569.42,0,0,0
NACC005857,1.627,1,0.853,667.26,0,0,0
NACC005858,1.647,5,1.335,273.35,0,0,0
NACC005859,0.975,5,0.679,172.18,0,0,0
NACC005860,4.914,5,1.153,513.82,0,0,0
NACC005861,2.757,1,0.604,893.85,0,0,0
NACC005862,2.081,1,0.757,710.02,0,0,0
NACC005863,2.133,4,1.208,313.01,0,0,0
NACC005864,3.143,5,1.406,570.71,0,0,0
NACC005865,3.202,1,1.095,660.85,0,0,0
NACC005866,0.95,1,1.452,661.74,0,0,0
NACC005867,0.88,3,0.688,142.88,0,0,0
NACC005868,2.399,4,1.43,457.37,0,0,0
NACC005869,2.473,2,0.796,376.69,0,0,0
NACC005870,1.516,4,1.123,191.56,0,0,0
NACC005871,1.508,3,0.733,216.01,0,0,0
NACC005872,2.478,5,1.406,441.17,0,0,0
NACC005873,2.382,1,1.256,172.52,0,0,0
NACC005874,2.354,5,1.128,628.82,0,0,0
NACC005875,3.505,2,1.198,728.12,0,0,0
NACC005876,3.101,4,0.657,496.63,0,0,0
NACC005877,2.329,1,1.196,582.52,0,0,0
NACC005878,1.901,5,0.711,228.4,0,0,0
NACC005879,2.9,1,1.498,810.57,0,0,0
NACC005880,0.376,2,0.662,657.14,0,0,0
NACC005881,1.273,2,0.93,1208.14,0,0,0
NACC005882,2.922,3,1.423,587.98,0,0,0
NACC005883,1.229,2,0.878,617.33,0,0,0
NACC005884,0.347,4,1.275,559.39,0,0,0
NACC005885,0.362,4,0.801,590.11,0,0,0
NACC005886,0.431,4,0.801,764.73,0,0,0
NACC005887,6.906,5,0.977,414.83,0,0,0
NACC005888,1.245,2,1.26,763.82,0,0,0
NACC005889,2.052,2,0.609,975.49,0,0,0
NACC005890,2.01,4,0.994,450.65,0,0,0
NACC005891,0.935,2,1.19,392.75,0,0,0
NACC005892,0.854,3,1.489,188.27,0,0,0
NACC005893,1.057,4,0.647,1053.67,0,0,0
NACC005894,1.866,2,0.695,923.87,0,0,0
NACC005895,2.622,1,0.643,488.99,0,0,0
NACC005896,1.19,3,0.919,514.05,0,0,0
NACC005897,3.542,2,1.388,652.71,0,0,0
NACC005898,5.129,4,1.407,720.98,0,0,0
NACC005899,2.929,5,1.046,318.35,0,0,0
NACC005900,1.279,3,0.783,409.62,0,0,0
NACC005901,2.673,4,0.819,602.75,0,0,0
NACC005902,7.319,4,1.239,687.3,0,0,0
NACC005903,0.868,2,1.138,281.79,0,0,0
NACC005904,2.907,2,0.936,123.66,0,0,0
NACC005905,2.219,1,1.48,362.96,0,0,0
NACC005906,1.361,3,0.739,745.39,0,0,0
NACC005907,0.397,3,1.222,448.32,0,0,0
NACC005908,1.477,2,0.766,356.46,0,0,0
NACC005909,1.568,2,1.118,298.77,0,0,0
NACC005910,0.455,1,1.268,238.68,0,0,0
NACC005911,1.558,2,1.241,307.32,0,0,0
NACC005912,2.684,3,1.157,394.7,0,0,0
NACC005913,1.474,3,0.892,420.05,0,0,0
NACC005914,1.066,2,1.143,119.4,0,0,0
NACC005915,2.129,2,0.964,365.57,0,0,0
NACC005916,1.131,5,1.199,215.42,0,0,0
NACC005917,1.51,2,1.412,930.97,0,0,0
NACC005918,3.207,4,0.851,350.9,0,0,0
NACC005919,3.645,4,0.635,314.59,0,0,0
NACC005920,2.241,3,1.356,495.83,0,0,0
NACC005921,1.25,5,1.117,910.23,0,0,0
NACC005922,3.943,2,1.476,801.24,0,0,0
NACC005923,3.504,2,1.376,346.33,0,0,0
NACC005924,0.997,4,1.337,285.27,0,0,0
NACC005925,4.434,4,0.863,779.01,0,0,0
NACC005926,1.58,1,1.103,315.6,0,0,0
NACC005927,1.675,4,1.238,459.35,0,0,0
NACC005928,4.432,4,0.743,364.6,0,0,0
NACC005929,1.459,5,1.468,276.55,0,0,0
NACC005930,4.358,3,0.744,336.6,0,0,0
NACC005931,2.25,2,0.947,575.41,0,0,0
NACC005932,2.208,1,1.442,959.9,0,0,0
NACC005933,1.476,2,1.128,527.05,0,0,0
NACC005934,1.2,4,1.402,692.35,0,0,0
NACC005935,4.642,4,0.94,225.7,0,0,0
NACC005936,2.47,4,0.821,624.49,0,0,0
NACC005937,3.834,1,1.131,263.5,0,0,0
NACC005938,2.34,5,0.777,330.61,0,0,0
NACC005939,7.216,1,1.041,345.24,0,0,0
NACC005940,8.511,2,1.078,356.79,0,0,0
NACC005941,1.289,5,0.616,541.22,0,0,0
NACC005942,0.346,1,1.136,641.65,0,0,0
NACC005943,2.565,1,1.136,793.04,0,0,0
NACC005944,1.309,4,1.243,331.85,0,0,0
NACC005945,1.733,4,1.291,753.44,0,0,0
NACC005946,0.346,4,0.82,415.06,0,0,0
NACC005947,1.974,4,1.292,167.77,0,0,0
NACC005948,1.157,5,1.306,308.51,0,0,0
NACC005949,3.97,2,1.347,369.92,0,0,0
NACC005950,5.353,3,1.177,553.18,0,0,0
NACC005951,5.229,1,0.946,836.34,0,0,0
NACC005952,1.396,2,1.171,491.36,0,0,0
NACC005953,6.053,3,1.439,405.33,0,0,0
NACC005954,2.994,3,1.268,283.18,0,0,0
NACC005955,2.139,1,0.61,323.62,0,0,0
NACC005956,2.099,2,1.355,1002.96,0,0,0
NACC005957,2.25,3,0.813,558.91,0,0,0
NACC005958,1.56,1,0.843,411.24,0,0,0
NACC005959,2.646,5,1.334,243.65,0,0,0
NACC005960,0.871,2,1.097,402.95,0,0,0
NACC005961,2.953,4,1.484,856.96,0,0,0
NACC005962,4.19,3,0.674,338.15,0,0,0
NACC005963,0.448,3,1.486,928.11,0,0,0
NACC005964,2.395,1,0.766,149.41,0,0,0
NACC005965,1.528,3,1.095,664.35,0,0,0
NACC005966,0.775,4,0.866,765.68,0,0,0
NACC005967,1.565,4,0.654,600.26,0,0,0
NACC005968,0.818,4,1.107,161.81,0,0,0
NACC005969,1.678,1,1.13,134.43,0,0,0
NACC005970,2.084,5,1.387,599.09,0,0,0
NACC005971,1.466,1,1.059,210.54,0,0,0
NACC005972,2.364,4,1.124,549.03,0,0,0
NACC005973,0.829,4,0.825,532.15,0,0,0
NACC005974,3.324,3,1.139,522.79,0,0,0
NACC005975,3.989,5,1.053,303.36,0,0,0
NACC005976,4.139,2,1.281,396.89,0,0,0
NACC005977,3.212,1,0.969,230.75,0,0,0
NACC005978,3.91,3,0.7,220.61,0,0,0
NACC005979,7.044,2,1.158,233.56,0,0,0
NACC005980,0.066,1,0.882,1025.88,0,0,0
NACC005981,0.323,3,0.865,680.4,0,0,0
NACC005982,0.407,4,1.025,342.11,0,0,0
NACC005983,1.294,3,0.731,480.5,0,0,0
NACC005984,0.425,4,0.635,164.09,0,0,0
NACC005985,5.865,1,1.386,390.11,0,0,0
NACC005986,0.853,2,1.429,460.74,0,0,0
NACC005987,3.135,5,0.658,664.78,0,0,0
NACC005988,1.471,3,1.408,129.53,0,0,0
NACC005989,2.014,2,1.463,284.03,0,0,0
NACC005990,6.152,4,0.608,283.81,0,0,0
NACC005991,0.419,3,1.055,780.24,0,0,0
NACC005992,1.529,5,0.644,504.99,0,0,0
NACC005993,2.034,2,0.951,748.84,0,0,0
NACC005994,5.751,2,1.393,678.02,0,0,0
NACC005995,1.128,2,1.403,430.72,0,0,0
NACC005996,0.49,5,1.304,589.75,0,0,0
NACC005997,2.961,4,1.218,282.27,0,0,0
NACC005998,3.446,3,0.694,356.96,0,0,0
NACC005999,3.822,4,0.813,707.11,0,0,0
NACC006000,5.691,5,1.463,231.71,0,0,0
NACC006001,1.355,2,0.953,401.95,0,0,0
NACC006002,1.543,3,0.868,484.31,0,0,0
NACC006003,1.947,5,1.393,429.97,0,0,0
NACC006004,0.244,1,1.446,383.34,0,0,0
NACC006005,3.553,1,0.697,389.11,0,0,0
NACC006006,2.442,4,1.252,303.98,0,0,0
NACC006007,1.478,3,1.196,291.7,0,0,0
NACC006008,6.317,2,1.366,967.27,0,0,0
NACC006009,2.12,1,0.784,257.06,0,0,0
NACC006010,2.431,2,1.125,502.88,0,0,0
NACC006011,1.324,2,1.48,424.57,0,0,0
NACC006012,2.938,4,1.491,492.55,0,0,0
NACC006013,1.806,4,0.907,633.42,0,0,0
NACC006014,2.824,5,1.006,605.02,0,0,0
NACC006015,2.791,3,1.03,742.45,0,0,0
NACC006016,6.229,5,1.317,433.09,0,0,0
NACC006017,1.801,3,1.132,318.92,0,0,0
NACC006018,1.514,3,1.072,573.15,0,0,0
NACC006019,4.767,1,1.056,767.53,0,0,0
NACC006020,4.972,2,1.138,582.41,0,0,0
NACC006021,2.297,4,1.233,189.9,0,0,0
NACC006022,1.272,3,1.347,751.41,0,0,0
NACC006023,2.948,4,1.148,302.0,0,0,0
NACC006024,4.656,4,1.33,362.35,0,0,0
NACC006025,2.89,5,1.402,845.92,0,0,0
NACC006026,2.626,1,1.47,726.67,0,0,0
NACC006027,0.943,4,0.826,357.37,0,0,0
NACC006028,0.296,5,0.881,671.53,0,0,0
NACC006029,3.952,5,1.108,532.74,0,0,0
NACC006030,3.426,5,1.136,1090.8,0,0,0
NACC006031,0.762,2,1.432,382.91,0,0,0
NACC006032,3.427,5,0.804,278.02,0,0,0
NACC006033,2.842,1,0.889,634.39,0,0,0
NACC006034,1.802,1,1.031,420.21,0,0,0
NACC006035,4.937,4,0.615,766.29,0,0,0
NACC006036,6.051,2,1.235,697.07,0,0,0
NACC006037,3.737,1,1.349,442.42,0,0,0
NACC006038,0.524,5,0.69,356.97,0,0,0
NACC006039,2.038,3,0.724,420.14,0,0,0
NACC006040,0.484,5,1.028,612.45,0,0,0
NACC006041,2.979,3,0.609,300.01,0,0,0
NACC006042,2.74,5,1.325,171.52,0,0,0
NACC006043,3.609,3,0.733,619.23,0,0,0
NACC006044,1.596,3,1.009,452.29,0,0,0
NACC006045,1.227,4,0.996,131.78,0,0,0
NACC006046,3.183,4,0.781,449.31,0,0,0
NACC006047,1.295,2,1.155,134.6,0,0,0
NACC006048,1.571,4,1.167,264.12,0,0,0
NACC006049,1.719,4,0.632,386.12,0,0,0
NACC006050,3.347,3,1.044,444.73,0,0,0
NACC006051,2.773,3,1.472,246.26,0,0,0
NACC006052,1.567,5,0.827,525.58,0,0,0
NACC006053,2.21,4,0.661,831.93,0,0,0
NACC006054,3.837,2,0.657,444.28,0,0,0
NACC006055,0.845,5,1.43,551.18,0,0,0
NACC006056,1.263,5,1.4,811.99,0,0,0
NACC006057,4.259,3,0.731,637.76,0,0,0
NACC006058,0.734,3,1.278,260.89,0,0,0
NACC006059,1.687,3,0.793,488.92,0,0,0
NACC006060,0.204,1,1.473,546.86,0,0,0
NACC006061,4.131,2,1.019,601.91,0,0,0
NACC006062,0.673,5,0.669,402.6,0,0,0
NACC006063,5.633,2,0.806,430.9,0,0,0
NACC006064,0.534,1,1.434,384.44,0,0,0
NACC006065,2.21,2,0.743,213.46,0,0,0
NACC006066,2.461,5,0.679,171.01,0,0,0
NACC006067,3.095,4,0.981,850.32,0,0,0
NACC006068,5.64,1,0.686,283.95,0,0,0
NACC006069,1.304,4,1.046,692.35,0,0,0
NACC006070,5.979,5,0.776,227.52,0,0,0
NACC006071,0.344,2,1.039,593.65,0,0,0
NACC006072,0.692,2,1.162,401.17,0,0,0
NACC006073,4.444,2,1.002,389.35,0,0,0
NACC006074,2.476,5,0.989,356.86,0,0,0
NACC006075,1.529,3,1.018,662.39,0,0,0
NACC006076,4.482,2,1.469,633.05,0,0,0
NACC006077,2.03,4,1.127,622.27,0,0,0
NACC006078,1.719,4,1.06,666.65,0,0,0
NACC006079,2.46,2,0.628,302.62,0,0,0
NACC006080,0.475,1,0.85,430.62,0,0,0
NACC006081,10.517,4,0.678,406.35,0,0,0
NACC006082,2.325,5,0.783,493.18,0,0,0
NACC006083,3.084,5,0.691,809.05,0,0,0
NACC006084,1.714,1,1.293,267.59,0,0,0
NACC006085,2.082,2,1.306,212.27,0,0,0
NACC006086,3.281,3,1.071,370.35,0,0,0
NACC006087,2.046,5,1.292,566.06,0,0,0
NACC006088,5.174,4,1.333,724.79,0,0,0
NACC006089,3.629,4,0.852,222.78,0,0,0
NACC006090,1.433,3,1.273,407.04,0,0,0
NACC006091,0.99,2,0.679,629.3,0,0,0
NACC006092,2.314,1,1.085,372.63,0,0,0
NACC006093,0.201,3,0.736,352.66,0,0,0
NACC006094,3.192,2,0.742,265.0,0,0,0
NACC006095,0.889,3,0.862,339.89,0,0,0
NACC006096,1.217,4,1.328,242.45,0,0,0
NACC006097,4.104,2,0.742,639.37,0,0,0
NACC006098,1.715,1,0.775,299.26,0,0,0
NACC006099,2.859,4,0.719,363.97,0,0,0
NACC006100,3.812,4,1.335,902.03,0,0,0
NACC006101,1.341,1,0.614,446.4,0,0,0
NACC006102,4.082,2,0.783,90.59,0,0,0
NACC006103,1.694,2,1.091,295.21,0,0,0
NACC006104,3.04,2,1.098,281.05,0,0,0
NACC006105,1.304,1,1.395,779.9,0,0,0
NACC006106,1.621,3,1.414,534.41,0,0,0
NACC006107,1.774,4,0.664,426.81,0,0,0
NACC006108,2.332,4,1.415,480.45,0,0,0
NACC006109,1.09,3,0.823,238.96,0,0,0
NACC006110,4.689,3,0.998,301.86,0,0,0
NACC006111,1.018,4,1.142,342.98,0,0,0
NACC006112,5.989,5,1.134,498.65,0,0,0
NACC006113,2.778,5,0.792,536.47,0,0,0
NACC006114,1.952,4,1.1,458.67,0,0,0
NACC006115,4.84,1,0.983,163.98,0,0,0
NACC006116,2.162,5,1.209,301.97,0,0,0
NACC006117,1.095,5,1.303,214.78,0,0,0
NACC006118,1.978,3,1.402,426.11,0,0,0
NACC006119,4.445,1,1.401,317.18,0,0,0
NACC006120,2.591,3,1.067,449.53,0,0,0
NACC006121,0.772,4,0.695,949.98,0,0,0
NACC006122,3.953,4,1.021,215.65,0,0,0
NACC006123,2.653,5,1.285,692.32,0,0,0
NACC006124,1.059,2,0.687,506.18,0,0,0
NACC006125,2.162,3,1.139,469.86,0,0,0
NACC006126,1.748,3,0.858,517.99,0,0,0
NACC006127,4.171,2,1.373,211.17,0,0,0
NACC006128,1.5,1,1.087,381.41,0,0,0
NACC006129,2.796,5,0.721,490.08,0,0,0
NACC006130,2.268,4,1.46,635.39,0,0,0
NACC006131,3.156,1,0.988,511.51,0,0,0
NACC006132,1.726,3,1.471,481.81,0,0,0
NACC006133,2.218,2,1.166,305.12,0,0,0
NACC006134,2.331,4,1.438,332.76,0,0,0
NACC006135,1.37,4,1.268,491.06,0,0,0
NACC006136,2.244,5,1.131,490.45,0,0,0
NACC006137,1.759,5,0.914,639.49,0,0,0
NACC006138,1.437,5,1.363,435.11,0,0,0
NACC006139,5.437,3,0.77,204.47,0,0,0
NACC006140,2.784,2,0.857,320.14,0,0,0
NACC006141,4.223,1,1.487,735.48,0,0,0
NACC006142,3.049,2,1.463,285.81,0,0,0
NACC006143,0.86,3,1.042,164.38,0,0,0
NACC006144,3.339,2,1.289,195.84,0,0,0
NACC006145,7.038,1,1.1,535.67,0,0,0
NACC006146,2.2,3,0.776,251.81,0,0,0
NACC006147,0.175,1,1.223,64.14,0,0,0
NACC006148,3.057,3,1.376,309.43,0,0,0
NACC006149,1.125,1,0.936,1286.86,0,0,0
NACC006150,0.209,4,0.845,111.84,0,0,0
NACC006151,3.089,2,1.077,224.74,0,0,0
NACC006152,1.98,4,0.914,211.78,0,0,0
NACC006153,6.712,2,0.703,311.57,0,0,0
NACC006154,2.212,4,0.759,103.27,0,0,0
NACC006155,5.109,2,1.443,489.26,0,0,0
NACC006156,4.256,3,1.413,212.65,0,0,0
NACC006157,2.723,5,1.465,302.45,0,0,0
NACC006158,2.549,3,0.723,356.31,0,0,0
NACC006159,0.596,4,1.095,722.77,0,0,0
NACC006160,1.754,4,1.203,561.52,0,0,0
NACC006161,1.269,3,0.602,621.81,0,0,0
NACC006162,3.315,3,1.379,783.72,0,0,0
NACC006163,1.607,3,0.898,214.44,0,0,0
NACC006164,3.728,5,1.491,258.11,0,0,0
NACC006165,4.883,1,1.148,420.11,0,0,0
NACC006166,3.863,4,0.604,633.98,0,0,0
NACC006167,2.955,2,1.44,684.84,0,0,0
NACC006168,1.484,5,0.708,191.59,0,0,0
NACC006169,1.49,5,1.477,576.0,0,0,0
NACC006170,0.686,3,0.851,487.72,0,0,0
NACC006171,3.614,1,1.15,417.24,0,0,0
NACC006172,0.817,4,1.235,527.29,0,0,0
NACC006173,1.192,1,1.265,480.7,0,0,0
NACC006174,1.4,1,0.81,207.07,0,0,0
NACC006175,0.817,2,0.723,819.03,0,0,0
NACC006176,2.834,4,1.344,435.25,0,0,0
NACC006177,1.911,2,0.973,956.3,0,0,0
NACC006178,5.806,4,1.063,617.78,0,0,0
NACC006179,1.436,1,0.799,297.77,0,0,0
NACC006180,2.476,2,1.015,297.08,0,0,0
NACC006181,6.015,1,0.607,235.5,0,0,0
NACC006182,1.991,2,1.354,455.14,0,0,0
NACC006183,5.052,4,0.827,303.89,0,0,0
NACC006184,2.399,1,1.389,263.03,0,0,0
NACC006185,2.235,4,0.619,152.54,0,0,0
NACC006186,1.723,4,1.02,517.64,0,0,0
NACC006187,1.673,1,1.371,269.92,0,0,0
NACC006188,1.043,2,0.658,1161.39,0,0,0
NACC006189,0.971,1,1.156,386.77,0,0,0
NACC006190,1.691,3,0.734,799.98,0,0,0
NACC006191,1.717,1,1.403,899.48,0,0,0
NACC006192,0.89,4,1.421,387.68,0,0,0
NACC006193,0.974,3,1.048,496.3,0,0,0
NACC006194,0.956,1,1.227,686.97,0,0,0
NACC006195,0.416,4,1.491,777.33,0,0,0
NACC006196,5.188,2,0.982,190.62,0,0,0
NACC006197,1.697,3,1.265,578.31,0,0,0
NACC006198,1.629,2,0.846,599.24,0,0,0
NACC006199,0.812,2,1.257,239.16,0,0,0
NACC006200,3.068,4,0.959,253.31,0,0,0
NACC006201,0.735,5,1.486,393.82,0,0,0
NACC006202,0.836,4,1.418,97.85,0,0,0
NACC006203,3.698,4,1.298,497.04,0,0,0
NACC006204,1.008,1,1.231,364.8,0,0,0
NACC006205,0.63,1,0.637,631.12,0,0,0
NACC006206,2.381,4,1.17,542.39,0,0,0
NACC006207,0.879,4,1.099,566.6,0,0,0
NACC006208,4.136,2,0.772,595.93,0,0,0
NACC006209,1.532,5,0.949,337.15,0,0,0
NACC006210,1.324,1,1.25,333.45,0,0,0
NACC006211,0.27,4,0.744,260.12,0,0,0
NACC006212,1.042,4,0.913,134.96,0,0,0
NACC006213,1.282,3,0.95,572.33,0,0,0
NACC006214,3.528,2,0.882,646.13,0,0,0
NACC006215,2.469,2,1.248,814.09,0,0,0
NACC006216,4.623,3,1.234,469.87,0,0,0
NACC006217,4.309,2,1.279,271.5,0,0,0
NACC006218,1.369,5,1.359,169.09,0,0,0
NACC006219,3.649,5,1.302,827.41,0,0,0
NACC006220,1.331,5,0.816,126.4,0,0,0
NACC006221,4.694,1,1.28,309.28,0,0,0
NACC006222,4.129,1,1.391,166.38,0,0,0
NACC006223,3.484,4,0.767,526.02,0,0,0
NACC006224,4.363,4,1.442,396.81,0,0,0
NACC006225,3.953,5,0.894,550.91,0,0,0
NACC006226,3.752,5,1.262,376.62,0,0,0
NACC006227,0.967,1,1.455,483.69,0,0,0
NACC006228,3.952,5,1.056,850.33,0,0,0
NACC006229,3.09,1,1.028,529.62,0,0,0
NACC006230,2.28,2,1.442,96.41,0,0,0
NACC006231,3.842,1,0.889,524.87,0,0,0
NACC006232,0.69,3,1.212,635.84,0,0,0
NACC006233,1.691,5,1.438,619.61,0,0,0
NACC006234,2.605,4,1.3,569.31,0,0,0
NACC006235,4.519,5,1.383,392.22,0,0,0
NACC006236,2.235,1,1.25,374.3,0,0,0
NACC006237,0.703,3,0.929,400.85,0,0,0
NACC006238,2.519,5,1.266,175.6,0,0,0
NACC006239,2.439,1,0.759,822.03,0,0,0
NACC006240,1.234,2,0.795,896.76,0,0,0
NACC006241,1.893,3,1.237,293.82,0,0,0
NACC006242,1.295,5,1.417,721.87,0,0,0
NACC006243,1.049,4,0.64,466.84,0,0,0
NACC006244,5.793,2,1.483,45.86,0,0,0
NACC006245,5.383,2,0.993,126.81,0,0,0
NACC006246,1.889,3,1.37,1088.76,0,0,0
NACC006247,2.264,4,1.034,485.9,0,0,0
NACC006248,1.817,5,1.116,672.4,0,0,0
NACC006249,1.047,4,0.927,276.38,0,0,0
NACC006250,4.491,3,1.023,777.37,0,0,0
NACC006251,2.494,1,0.957,223.96,0,0,0
NACC006252,2.391,3,1.236,604.45,0,0,0
NACC006253,0.759,3,0.891,544.96,0,0,0
NACC006254,6.468,5,0.666,713.46,0,0,0
NACC006255,3.544,5,1.06,478.52,0,0,0
NACC006256,3.76,3,1.241,527.16,0,0,0
NACC006257,3.652,5,1.014,1070.41,0,0,0
NACC006258,4.396,1,0.822,506.7,0,0,0
NACC006259,1.246,1,1.144,795.21,0,0,0
NACC006260,2.155,3,0.711,480.52,0,0,0
NACC006261,1.961,4,0.759,503.04,0,0,0
NACC006262,4.984,3,1.488,530.2,0,0,0
NACC006263,1.451,4,1.066,448.82,0,0,0
NACC006264,2.298,2,1.26,229.97,0,0,0
NACC006265,3.733,2,0.823,307.25,0,0,0
NACC006266,1.664,1,1.468,192.23,0,0,0
NACC006267,0.416,1,0.806,781.19,0,0,0
NACC006268,3.183,4,1.133,998.82,0,0,0
NACC006269,10.319,5,1.286,365.54,0,0,0
NACC006270,5.14,4,0.856,704.32,0,0,0
NACC006271,1.236,3,1.197,463.32,0,0,0
NACC006272,2.76,1,1.219,135.94,0,0,0
NACC006273,2.345,2,1.094,601.54,0,0,0
NACC006274,1.484,3,0.823,426.52,0,0,0
NACC006275,1.086,3,0.804,846.9,0,0,0
NACC006276,0.931,4,0.94,444.88,0,0,0
NACC006277,2.165,4,1.241,241.14,0,0,0
NACC006278,9.694,4,0.686,484.21,0,0,0
NACC006279,3.828,4,1.437,798.21,0,0,0
NACC006280,0.693,5,0.707,499.83,0,0,0
NACC006281,0.868,5,1.209,455.24,0,0,0
NACC006282,1.582,5,0.676,423.68,0,0,0
NACC006283,3.932,5,0.959,411.97,0,0,0
NACC006284,2.146,3,1.215,451.54,0,0,0
NACC006285,0.841,2,1.286,295.04,0,0,0
NACC006286,6.748,3,0.748,992.1,0,0,0
NACC006287,5.035,4,1.152,454.37,0,0,0
NACC006288,0.51,5,0.764,700.66,0,0,0
NACC006289,2.834,1,1.344,315.43,0,0,0
NACC006290,1.299,5,0.668,296.43,0,0,0
NACC006291,2.011,2,0.896,704.29,0,0,0
NACC006292,3.298,5,0.736,138.1,0,0,0
NACC006293,2.809,2,0.973,572.63,0,0,0
NACC006294,0.309,4,0.614,191.92,0,0,0
NACC006295,4.371,4,0.672,274.32,0,0,0
NACC006296,1.825,3,1.253,726.04,0,0,0
NACC006297,2.742,4,0.846,224.11,0,0,0
NACC006298,3.458,1,1.187,129.86,0,0,0
NACC006299,3.503,3,0.725,631.31,0,0,0
NACC006300,1.715,1,1.414,438.5,0,0,0
NACC006301,2.354,2,1.451,353.42,0,0,0
NACC006302,1.29,5,1.452,314.75,0,0,0
NACC006303,1.424,2,0.614,621.08,0,0,0
NACC006304,1.154,3,0.773,342.3,0,0,0
NACC006305,4.82,1,1.156,204.48,0,0,0
NACC006306,1.144,3,0.783,434.7,0,0,0
NACC006307,4.329,2,0.601,371.2,0,0,0
NACC006308,0.518,3,1.292,816.3,0,0,0
NACC006309,8.654,2,1.407,499.5,0,0,0
NACC006310,4.021,1,0.757,199.8,0,0,0
NACC006311,2.005,2,1.043,289.44,0,0,0
NACC006312,3.659,2,1.447,570.73,0,0,0
NACC006313,2.357,2,0.842,1366.22,0,0,0
NACC006314,0.791,5,1.232,740.9,0,0,0
NACC006315,3.447,1,1.209,142.54,0,0,0
NACC006316,4.096,4,0.899,306.35,0,0,0
NACC006317,1.976,2,1.113,264.93,0,0,0
NACC006318,1.589,4,1.166,354.82,0,0,0
NACC006319,1.293,1,0.955,262.22,0,0,0
NACC006320,0.859,3,0.886,396.62,0,0,0
NACC006321,4.178,5,1.084,193.04,0,0,0
NACC006322,0.686,1,0.97,737.73,0,0,0
NACC006323,2.783,4,1.444,389.7,0,0,0
NACC006324,0.693,1,0.938,428.46,0,0,0
NACC006325,0.911,3,0.998,121.8,0,0,0
NACC006326,0.294,1,0.871,271.44,0,0,0
NACC006327,4.716,1,1.12,522.02,0,0,0
NACC006328,2.879,2,0.698,488.36,0,0,0
NACC006329,0.303,5,1.482,292.75,0,0,0
NACC006330,6.456,3,1.209,594.86,0,0,0
NACC006331,1.398,2,1.068,637.68,0,0,0
NACC006332,1.613,1,0.819,506.28,0,0,0
NACC006333,0.966,5,1.087,406.1,0,0,0
NACC006334,0.358,4,1.322,224.61,0,0,0
NACC006335,12.285,3,1.011,439.65,0,0,0
NACC006336,3.444,1,1.143,266.1,0,0,0
NACC006337,1.851,3,0.985,501.94,0,0,0
NACC006338,1.94,1,0.919,391.31,0,0,0
NACC006339,6.161,4,0.948,135.89,0,0,0
NACC006340,1.999,5,1.494,513.5,0,0,0
NACC006341,5.279,3,0.95,550.32,0,0,0
NACC006342,2.897,2,0.873,193.45,0,0,0
NACC006343,1.195,2,0.784,604.44,0,0,0
NACC006344,1.812,5,1.449,356.78,0,0,0
NACC006345,4.005,5,0.901,868.45,0,0,0
NACC006346,1.72,3,1.469,633.16,0,0,0
NACC006347,1.501,4,1.166,171.96,0,0,0
NACC006348,1.33,1,1.407,322.49,0,0,0
NACC006349,4.304,3,1.056,672.86,0,0,0
NACC006350,0.166,1,1.422,441.82,0,0,0
NACC006351,6.843,2,1.254,800.25,0,0,0
NACC006352,0.498,3,0.973,350.92,0,0,0
NACC006353,0.419,1,1.155,443.47,0,0,0
NACC006354,1.168,4,0.654,673.04,0,0,0
NACC006355,2.686,1,1.213,383.39,0,0,0
NACC006356,5.502,2,0.894,436.82,0,0,0
NACC006357,1.643,2,1.043,766.74,0,0,0
NACC006358,1.225,4,0.96,589.2,0,0,0
NACC006359,2.768,4,0.628,473.84,0,0,0
NACC006360,0.83,3,0.72,361.19,0,0,0
NACC006361,1.499,5,0.83,624.66,0,0,0
NACC006362,1.292,3,1.266,442.4,0,0,0
NACC006363,1.651,4,1.112,343.64,0,0,0
NACC006364,6.952,5,1.208,353.5,0,0,0
NACC006365,0.888,3,0.867,245.8,0,0,0
NACC006366,1.442,3,1.017,493.12,0,0,0
NACC006367,2.728,4,1.381,319.21,0,0,0
NACC006368,4.436,2,1.364,446.56,0,0,0
NACC006369,2.487,4,1.211,537.97,0,0,0
NACC006370,1.035,3,0.931,221.01,0,0,0
NACC006371,1.709,4,0.951,368.77,0,0,0
NACC006372,2.484,5,1.262,174.05,0,0,0
NACC006373,3.501,3,0.754,221.9,0,0,0
NACC006374,2.138,1,1.438,303.56,0,0,0
NACC006375,1.331,2,1.222,815.97,0,0,0
NACC006376,0.823,3,1.367,515.57,0,0,0
NACC006377,5.241,5,0.767,781.32,0,0,0
NACC006378,4.796,1,1.191,254.78,0,0,0
NACC006379,2.417,2,0.807,339.49,0,0,0
