complaint_id,victim_id,fraud_type,amount,state,city,destination_account,bank,complaint_timestamp,free_text_description,ring_id
C0010590,V0010590,Fraud,96700.0,Telangana,Hyderabad,ACC000749,Bank_A,2026-01-02T17:07:12.209301,Victim reported suspected fraud fraud of INR 96700 from Hyderabad. Transaction details and beneficiary account were provided.,R0155
C0010591,V0010591,Cheating,32900.0,Telangana,Hyderabad,ACC000003,Bank_C,2026-01-02T17:07:22.674602,Victim reported suspected cheating fraud of INR 32900 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0010592,V0010592,Cheating,19300.0,Tamil Nadu,Chennai,ACC000002,Bank_D,2026-01-02T17:07:48.415070,Victim reported suspected cheating fraud of INR 19300 from Chennai. Transaction details and beneficiary account were provided.,R0001
C0010593,V0010593,Fraud,1900.0,Telangana,Hyderabad,ACC000029,Bank_B,2026-01-02T17:07:57.623834,Victim reported suspected fraud fraud of INR 1900 from Hyderabad. Transaction details and beneficiary account were provided.,R0005
C0010594,V0010594,Forgery,7200.0,Telangana,Hyderabad,ACC000006,Bank_D,2026-01-02T17:08:06.426855,Victim reported suspected forgery fraud of INR 7200 from Hyderabad. Transaction details and beneficiary account were provided.,R0002
C0010595,V0010595,Fraud,12000.0,Telangana,Hyderabad,ACC000024,Bank_B,2026-01-02T17:08:17.076627,Victim reported suspected fraud fraud of INR 12000 from Hyderabad. Transaction details and beneficiary account were provided.,R0005
C0010596,V0010596,Cheating,389400.0,Telangana,Hyderabad,ACC000034,Bank_B,2026-01-02T17:08:28.472526,Victim reported suspected cheating fraud of INR 389400 from Hyderabad. Transaction details and beneficiary account were provided.,R0007
C0010597,V0010597,Cheating,2500.0,Telangana,Hyderabad,ACC000003,Bank_C,2026-01-02T17:08:55.019968,Victim reported suspected cheating fraud of INR 2500 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0010598,V0010598,Cheating,580600.0,Odisha,Delhi,ACC000044,Bank_A,2026-01-02T17:09:03.201328,Victim reported suspected cheating fraud of INR 580600 from Delhi. Transaction details and beneficiary account were provided.,R0009
C0010599,V0010599,Fraud,1000.0,Telangana,Hyderabad,ACC000054,Bank_C,2026-01-02T17:09:14.283068,Victim reported suspected fraud fraud of INR 1000 from Hyderabad. Transaction details and beneficiary account were provided.,R0010
C0010600,V0010600,Fraud,141900.0,Telangana,Hyderabad,ACC000001,Bank_C,2026-01-02T17:09:18.135992,Victim reported suspected fraud fraud of INR 141900 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0010601,V0010601,Fraud,103700.0,Telangana,Hyderabad,ACC000011,Bank_A,2026-01-02T17:09:21.477883,Victim reported suspected fraud fraud of INR 103700 from Hyderabad. Transaction details and beneficiary account were provided.,R0003
C0010602,V0010602,Cheating,13000.0,Andhra Pradesh,Chennai,ACC000003,Bank_C,2026-01-02T17:09:23.991542,Victim reported suspected cheating fraud of INR 13000 from Chennai. Transaction details and beneficiary account were provided.,R0001
C0010603,V0010603,Cheating,1900.0,Bihar,Patna,ACC000133,Bank_D,2026-01-02T17:09:24.713875,Victim reported suspected cheating fraud of INR 1900 from Patna. Transaction details and beneficiary account were provided.,R0020
C0010604,V0010604,Fraud,1800.0,Telangana,Hyderabad,ACC000174,Bank_C,2026-01-02T17:09:37.168925,Victim reported suspected fraud fraud of INR 1800 from Hyderabad. Transaction details and beneficiary account were provided.,R0031
C0010605,V0010605,Fraud,1421000.0,Telangana,Hyderabad,ACC000747,Bank_C,2026-01-02T17:09:46.032940,Victim reported suspected fraud fraud of INR 1421000 from Hyderabad. Transaction details and beneficiary account were provided.,R0155
C0010606,V0010606,Cheating,58900.0,Telangana,Hyderabad,ACC000107,Bank_D,2026-01-02T17:10:03.545769,Victim reported suspected cheating fraud of INR 58900 from Hyderabad. Transaction details and beneficiary account were provided.,R0016
C0010607,V0010607,Fraud,96200.0,Madhya Pradesh,Delhi,ACC000002,Bank_D,2026-01-02T17:10:04.525477,Victim reported suspected fraud fraud of INR 96200 from Delhi. Transaction details and beneficiary account were provided.,R0001
C0010608,V0010608,Fraud,1000.0,Telangana,Hyderabad,ACC000135,Bank_D,2026-01-02T17:10:24.538386,Victim reported suspected fraud fraud of INR 1000 from Hyderabad. Transaction details and beneficiary account were provided.,R0021
C0010609,V0010609,Cheating,44800.0,Telangana,Hyderabad,ACC000087,Bank_A,2026-01-02T17:10:27.955920,Victim reported suspected cheating fraud of INR 44800 from Hyderabad. Transaction details and beneficiary account were provided.,R0014
C0010610,V0010610,Cheating,17500.0,Telangana,Hyderabad,ACC000031,Bank_C,2026-01-02T17:10:35.075429,Victim reported suspected cheating fraud of INR 17500 from Hyderabad. Transaction details and beneficiary account were provided.,R0006
C0010611,V0010611,Cheating,215400.0,Bihar,Patna,ACC000135,Bank_D,2026-01-02T17:10:49.448906,Victim reported suspected cheating fraud of INR 215400 from Patna. Transaction details and beneficiary account were provided.,R0021
C0010612,V0010612,Cheating,936600.0,Odisha,Bengaluru,ACC000005,Bank_D,2026-01-02T17:10:57.198065,Victim reported suspected cheating fraud of INR 936600 from Bengaluru. Transaction details and beneficiary account were provided.,R0002
C0010613,V0010613,Fraud,1600.0,Telangana,Hyderabad,ACC000002,Bank_D,2026-01-02T17:10:58.741177,Victim reported suspected fraud fraud of INR 1600 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0010614,V0010614,Fraud,483800.0,Telangana,Hyderabad,ACC000001,Bank_C,2026-01-02T17:11:22.587670,Victim reported suspected fraud fraud of INR 483800 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0010615,V0010615,Fraud,303400.0,Maharashtra,Mumbai,ACC000113,Bank_E,2026-01-02T17:11:50.795343,Victim reported suspected fraud fraud of INR 303400 from Mumbai. Transaction details and beneficiary account were provided.,R0017
C0010616,V0010616,Cyber Blackmailing,202900.0,Telangana,Hyderabad,ACC000084,Bank_D,2026-01-02T17:11:50.848704,Victim reported suspected cyber blackmailing fraud of INR 202900 from Hyderabad. Transaction details and beneficiary account were provided.,R0014
C0010617,V0010617,Fraud,1439600.0,Telangana,Hyderabad,ACC000036,Bank_B,2026-01-02T17:12:10.323467,Victim reported suspected fraud fraud of INR 1439600 from Hyderabad. Transaction details and beneficiary account were provided.,R0008
C0010618,V0010618,Fraud,10100.0,Uttar Pradesh,Lucknow,ACC000134,Bank_C,2026-01-02T17:12:11.902253,Victim reported suspected fraud fraud of INR 10100 from Lucknow. Transaction details and beneficiary account were provided.,R0021
C0010619,V0010619,Fraud,69300.0,Maharashtra,Pune,ACC000084,Bank_D,2026-01-02T17:12:13.983923,Victim reported suspected fraud fraud of INR 69300 from Pune. Transaction details and beneficiary account were provided.,R0014
C0010620,V0010620,Fraud,28000.0,Telangana,Hyderabad,ACC000718,Bank_B,2026-01-02T17:12:26.164338,Victim reported suspected fraud fraud of INR 28000 from Hyderabad. Transaction details and beneficiary account were provided.,R0149
C0010621,V0010621,Cheating,127300.0,Bihar,Patna,ACC000003,Bank_C,2026-01-02T17:12:45.111519,Victim reported suspected cheating fraud of INR 127300 from Patna. Transaction details and beneficiary account were provided.,R0001
C0010622,V0010622,Fraud,49900.0,Telangana,Hyderabad,ACC000003,Bank_C,2026-01-02T17:12:45.823757,Victim reported suspected fraud fraud of INR 49900 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0010623,V0010623,Fraud,85400.0,Tamil Nadu,Chennai,ACC000004,Bank_A,2026-01-02T17:13:24.767650,Victim reported suspected fraud fraud of INR 85400 from Chennai. Transaction details and beneficiary account were provided.,R0002
C0010624,V0010624,Cheating,27300.0,Telangana,Hyderabad,ACC000106,Bank_B,2026-01-02T17:13:49.501713,Victim reported suspected cheating fraud of INR 27300 from Hyderabad. Transaction details and beneficiary account were provided.,R0016
C0010625,V0010625,Fraud,538300.0,Telangana,Hyderabad,ACC000929,Bank_B,2026-01-02T17:14:19.748293,Victim reported suspected fraud fraud of INR 538300 from Hyderabad. Transaction details and beneficiary account were provided.,R0192
C0010626,V0010626,Cheating,120700.0,Telangana,Hyderabad,ACC000010,Bank_A,2026-01-02T17:14:21.182650,Victim reported suspected cheating fraud of INR 120700 from Hyderabad. Transaction details and beneficiary account were provided.,R0003
C0010627,V0010627,Cheating,31900.0,Telangana,Hyderabad,ACC000006,Bank_D,2026-01-02T17:14:34.061059,Victim reported suspected cheating fraud of INR 31900 from Hyderabad. Transaction details and beneficiary account were provided.,R0002
C0010628,V0010628,Fraud,178900.0,Maharashtra,Mumbai,ACC000155,Bank_C,2026-01-02T17:14:36.815437,Victim reported suspected fraud fraud of INR 178900 from Mumbai. Transaction details and beneficiary account were provided.,R0026
C0010629,V0010629,Fraud,198700.0,Telangana,Hyderabad,ACC000336,Bank_A,2026-01-02T17:14:39.355551,Victim reported suspected fraud fraud of INR 198700 from Hyderabad. Transaction details and beneficiary account were provided.,R0064
C0010630,V0010630,Fraud,13500.0,Telangana,Hyderabad,ACC000117,Bank_D,2026-01-02T17:14:41.607605,Victim reported suspected fraud fraud of INR 13500 from Hyderabad. Transaction details and beneficiary account were provided.,R0018
C0010631,V0010631,Fraud,1005200.0,Telangana,Hyderabad,ACC000030,Bank_B,2026-01-02T17:15:05.506680,Victim reported suspected fraud fraud of INR 1005200 from Hyderabad. Transaction details and beneficiary account were provided.,R0006
C0010632,V0010632,Cheating,125600.0,Madhya Pradesh,Chennai,ACC000106,Bank_B,2026-01-02T17:15:17.108623,Victim reported suspected cheating fraud of INR 125600 from Chennai. Transaction details and beneficiary account were provided.,R0016
C0010633,V0010633,Cheating,2700.0,Uttar Pradesh,Lucknow,ACC000747,Bank_C,2026-01-02T17:15:17.328638,Victim reported suspected cheating fraud of INR 2700 from Lucknow. Transaction details and beneficiary account were provided.,R0155
C0010634,V0010634,Fraud,116300.0,Telangana,Hyderabad,ACC000152,Bank_D,2026-01-02T17:15:39.033597,Victim reported suspected fraud fraud of INR 116300 from Hyderabad. Transaction details and beneficiary account were provided.,R0025
C0010635,V0010635,Fraud,28700.0,Bihar,Patna,ACC000008,Bank_C,2026-01-02T17:15:39.518550,Victim reported suspected fraud fraud of INR 28700 from Patna. Transaction details and beneficiary account were provided.,R0003
C0010636,V0010636,Fraud,98700.0,Telangana,Hyderabad,ACC000265,Bank_D,2026-01-02T17:16:07.910665,Victim reported suspected fraud fraud of INR 98700 from Hyderabad. Transaction details and beneficiary account were provided.,R0047
C0010637,V0010637,Fraud,19700.0,Telangana,Hyderabad,ACC000002,Bank_D,2026-01-02T17:16:15.556673,Victim reported suspected fraud fraud of INR 19700 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0010638,V0010638,Cyber Blackmailing,1159400.0,Telangana,Hyderabad,ACC000013,Bank_A,2026-01-02T17:16:18.276108,Victim reported suspected cyber blackmailing fraud of INR 1159400 from Hyderabad. Transaction details and beneficiary account were provided.,R0003
C0010639,V0010639,Cheating,7000.0,Telangana,Hyderabad,ACC000822,Bank_B,2026-01-02T17:16:45.724582,Victim reported suspected cheating fraud of INR 7000 from Hyderabad. Transaction details and beneficiary account were provided.,R0167
C0010640,V0010640,Cheating,23800.0,Telangana,Hyderabad,ACC000513,Bank_C,2026-01-02T17:16:49.366186,Victim reported suspected cheating fraud of INR 23800 from Hyderabad. Transaction details and beneficiary account were provided.,R0097
C0010641,V0010641,Cheating,19000.0,Telangana,Hyderabad,ACC000048,Bank_E,2026-01-02T17:16:52.440411,Victim reported suspected cheating fraud of INR 19000 from Hyderabad. Transaction details and beneficiary account were provided.,R0009
C0010642,V0010642,Cyber Blackmailing,180600.0,Telangana,Hyderabad,ACC000087,Bank_A,2026-01-02T17:16:52.513476,Victim reported suspected cyber blackmailing fraud of INR 180600 from Hyderabad. Transaction details and beneficiary account were provided.,R0014
C0010643,V0010643,Fraud,177300.0,Telangana,Hyderabad,ACC000057,Bank_C,2026-01-02T17:16:55.100699,Victim reported suspected fraud fraud of INR 177300 from Hyderabad. Transaction details and beneficiary account were provided.,R0011
C0010644,V0010644,Cheating,2700.0,Bihar,Patna,ACC000321,Bank_A,2026-01-02T17:17:09.744159,Victim reported suspected cheating fraud of INR 2700 from Patna. Transaction details and beneficiary account were provided.,R0060
C0010645,V0010645,Fraud,14900.0,Telangana,Hyderabad,ACC000009,Bank_D,2026-01-02T17:17:23.784033,Victim reported suspected fraud fraud of INR 14900 from Hyderabad. Transaction details and beneficiary account were provided.,R0003
C0010646,V0010646,Cheating,541700.0,Telangana,Hyderabad,ACC000048,Bank_E,2026-01-02T17:17:44.632114,Victim reported suspected cheating fraud of INR 541700 from Hyderabad. Transaction details and beneficiary account were provided.,R0009
C0010647,V0010647,Fraud,56600.0,Uttar Pradesh,Lucknow,ACC000585,Bank_D,2026-01-02T17:17:47.606777,Victim reported suspected fraud fraud of INR 56600 from Lucknow. Transaction details and beneficiary account were provided.,R0116
C0010648,V0010648,Fraud,96900.0,Andhra Pradesh,Delhi,ACC000447,Bank_C,2026-01-02T17:17:48.844874,Victim reported suspected fraud fraud of INR 96900 from Delhi. Transaction details and beneficiary account were provided.,R0084
C0010649,V0010649,Fraud,109100.0,Telangana,Hyderabad,ACC000066,Bank_D,2026-01-02T17:18:00.499266,Victim reported suspected fraud fraud of INR 109100 from Hyderabad. Transaction details and beneficiary account were provided.,R0013
C0010650,V0010650,Fraud,2500.0,Telangana,Hyderabad,ACC000003,Bank_C,2026-01-02T17:18:49.517156,Victim reported suspected fraud fraud of INR 2500 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0010651,V0010651,Cheating,25200.0,Andhra Pradesh,Kolkata,ACC000002,Bank_D,2026-01-02T17:19:15.951550,Victim reported suspected cheating fraud of INR 25200 from Kolkata. Transaction details and beneficiary account were provided.,R0001
C0010652,V0010652,Fraud,16900.0,Odisha,Ahmedabad,ACC000003,Bank_C,2026-01-02T17:19:17.414607,Victim reported suspected fraud fraud of INR 16900 from Ahmedabad. Transaction details and beneficiary account were provided.,R0001
C0010653,V0010653,Fraud,10300.0,Telangana,Hyderabad,ACC000001,Bank_C,2026-01-02T17:19:27.041715,Victim reported suspected fraud fraud of INR 10300 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0010654,V0010654,Fraud,144700.0,Maharashtra,Pune,ACC000039,Bank_E,2026-01-02T17:19:39.663252,Victim reported suspected fraud fraud of INR 144700 from Pune. Transaction details and beneficiary account were provided.,R0008
C0010655,V0010655,Fraud,7000.0,Telangana,Hyderabad,ACC000003,Bank_C,2026-01-02T17:19:42.435785,Victim reported suspected fraud fraud of INR 7000 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0010656,V0010656,Fraud,108100.0,Telangana,Hyderabad,ACC000027,Bank_A,2026-01-02T17:19:44.234771,Victim reported suspected fraud fraud of INR 108100 from Hyderabad. Transaction details and beneficiary account were provided.,R0005
C0010657,V0010657,Cyber Blackmailing,1000.0,Telangana,Hyderabad,ACC000444,Bank_B,2026-01-02T17:19:49.874906,Victim reported suspected cyber blackmailing fraud of INR 1000 from Hyderabad. Transaction details and beneficiary account were provided.,R0083
C0010658,V0010658,Fraud,1000.0,Uttar Pradesh,Lucknow,ACC000003,Bank_C,2026-01-02T17:19:59.673886,Victim reported suspected fraud fraud of INR 1000 from Lucknow. Transaction details and beneficiary account were provided.,R0001
C0010659,V0010659,Cheating,48900.0,Bihar,Patna,ACC000019,Bank_B,2026-01-02T17:20:00.777309,Victim reported suspected cheating fraud of INR 48900 from Patna. Transaction details and beneficiary account were provided.,R0004
C0010660,V0010660,Cheating,26200.0,Telangana,Hyderabad,ACC000001,Bank_C,2026-01-02T17:20:02.956374,Victim reported suspected cheating fraud of INR 26200 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0010661,V0010661,Cheating,1800.0,Bihar,Patna,ACC000001,Bank_C,2026-01-02T17:20:09.879492,Victim reported suspected cheating fraud of INR 1800 from Patna. Transaction details and beneficiary account were provided.,R0001
C0010662,V0010662,Fraud,546700.0,Odisha,Bengaluru,ACC000002,Bank_D,2026-01-02T17:20:25.302163,Victim reported suspected fraud fraud of INR 546700 from Bengaluru. Transaction details and beneficiary account were provided.,R0001
C0010663,V0010663,Fraud,5800.0,Telangana,Hyderabad,ACC000164,Bank_D,2026-01-02T17:20:40.474932,Victim reported suspected fraud fraud of INR 5800 from Hyderabad. Transaction details and beneficiary account were provided.,R0028
C0010664,V0010664,Fraud,85700.0,Telangana,Hyderabad,ACC000036,Bank_B,2026-01-02T17:21:29.424054,Victim reported suspected fraud fraud of INR 85700 from Hyderabad. Transaction details and beneficiary account were provided.,R0008
C0010665,V0010665,Fraud,5300.0,Telangana,Hyderabad,ACC000025,Bank_C,2026-01-02T17:21:42.456842,Victim reported suspected fraud fraud of INR 5300 from Hyderabad. Transaction details and beneficiary account were provided.,R0005
C0010666,V0010666,Cheating,449400.0,Telangana,Hyderabad,ACC000240,Bank_A,2026-01-02T17:21:48.539200,Victim reported suspected cheating fraud of INR 449400 from Hyderabad. Transaction details and beneficiary account were provided.,R0039
C0010667,V0010667,Cheating,211500.0,Telangana,Hyderabad,ACC000001,Bank_C,2026-01-02T17:21:48.897596,Victim reported suspected cheating fraud of INR 211500 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0010668,V0010668,Fraud,252000.0,Telangana,Hyderabad,ACC000058,Bank_A,2026-01-02T17:21:51.925922,Victim reported suspected fraud fraud of INR 252000 from Hyderabad. Transaction details and beneficiary account were provided.,R0011
C0010669,V0010669,Fraud,16600.0,Telangana,Hyderabad,ACC000034,Bank_B,2026-01-02T17:21:55.222270,Victim reported suspected fraud fraud of INR 16600 from Hyderabad. Transaction details and beneficiary account were provided.,R0007
C0010670,V0010670,Fraud,130700.0,Maharashtra,Mumbai,ACC000110,Bank_E,2026-01-02T17:21:56.429060,Victim reported suspected fraud fraud of INR 130700 from Mumbai. Transaction details and beneficiary account were provided.,R0016
C0010671,V0010671,Fraud,9800.0,Telangana,Hyderabad,ACC000123,Bank_D,2026-01-02T17:21:59.687702,Victim reported suspected fraud fraud of INR 9800 from Hyderabad. Transaction details and beneficiary account were provided.,R0019
C0010672,V0010672,Fraud,8800.0,Maharashtra,Mumbai,ACC000022,Bank_B,2026-01-02T17:22:08.266659,Victim reported suspected fraud fraud of INR 8800 from Mumbai. Transaction details and beneficiary account were provided.,R0005
C0010673,V0010673,Fraud,2220000.0,Bihar,Patna,ACC000148,Bank_B,2026-01-02T17:22:23.080939,Victim reported suspected fraud fraud of INR 2220000 from Patna. Transaction details and beneficiary account were provided.,R0024
C0010674,V0010674,Cheating,307400.0,Telangana,Hyderabad,ACC000002,Bank_D,2026-01-02T17:22:25.187396,Victim reported suspected cheating fraud of INR 307400 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0010675,V0010675,Cheating,478000.0,Odisha,Bengaluru,ACC000094,Bank_B,2026-01-02T17:22:34.607113,Victim reported suspected cheating fraud of INR 478000 from Bengaluru. Transaction details and beneficiary account were provided.,R0015
C0010676,V0010676,Fraud,3600.0,Telangana,Hyderabad,ACC000003,Bank_C,2026-01-02T17:22:49.060982,Victim reported suspected fraud fraud of INR 3600 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0010677,V0010677,Cheating,10100.0,Telangana,Hyderabad,ACC000050,Bank_C,2026-01-02T17:22:51.753750,Victim reported suspected cheating fraud of INR 10100 from Hyderabad. Transaction details and beneficiary account were provided.,R0010
C0010678,V0010678,Cheating,1600.0,Telangana,Hyderabad,ACC000001,Bank_C,2026-01-02T17:23:03.436139,Victim reported suspected cheating fraud of INR 1600 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0010679,V0010679,Fraud,60200.0,Telangana,Hyderabad,ACC000001,Bank_C,2026-01-02T17:23:04.592210,Victim reported suspected fraud fraud of INR 60200 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0010680,V0010680,Fraud,1334500.0,Telangana,Hyderabad,ACC001719,Bank_D,2026-01-02T17:23:25.540270,Victim reported suspected fraud fraud of INR 1334500 from Hyderabad. Transaction details and beneficiary account were provided.,R0352
C0010681,V0010681,Cheating,49700.0,Tamil Nadu,Chennai,ACC000006,Bank_D,2026-01-02T17:23:27.639846,Victim reported suspected cheating fraud of INR 49700 from Chennai. Transaction details and beneficiary account were provided.,R0002
C0010682,V0010682,Cheating,1565900.0,Telangana,Hyderabad,ACC000257,Bank_D,2026-01-02T17:23:39.409114,Victim reported suspected cheating fraud of INR 1565900 from Hyderabad. Transaction details and beneficiary account were provided.,R0044
C0010683,V0010683,Forgery,45000.0,Bihar,Patna,ACC000050,Bank_C,2026-01-02T17:23:49.363734,Victim reported suspected forgery fraud of INR 45000 from Patna. Transaction details and beneficiary account were provided.,R0010
C0010684,V0010684,Fraud,235000.0,Telangana,Hyderabad,ACC000270,Bank_A,2026-01-02T17:23:49.498016,Victim reported suspected fraud fraud of INR 235000 from Hyderabad. Transaction details and beneficiary account were provided.,R0048
C0010685,V0010685,Cheating,163600.0,Telangana,Hyderabad,ACC000155,Bank_C,2026-01-02T17:24:12.436189,Victim reported suspected cheating fraud of INR 163600 from Hyderabad. Transaction details and beneficiary account were provided.,R0026
C0010686,V0010686,Fraud,140600.0,Telangana,Hyderabad,ACC000118,Bank_A,2026-01-02T17:24:31.016489,Victim reported suspected fraud fraud of INR 140600 from Hyderabad. Transaction details and beneficiary account were provided.,R0018
C0010687,V0010687,Cheating,32200.0,Telangana,Hyderabad,ACC000035,Bank_C,2026-01-02T17:24:36.675713,Victim reported suspected cheating fraud of INR 32200 from Hyderabad. Transaction details and beneficiary account were provided.,R0007
C0010688,V0010688,Cheating,4200.0,Telangana,Hyderabad,ACC000026,Bank_B,2026-01-02T17:25:10.041128,Victim reported suspected cheating fraud of INR 4200 from Hyderabad. Transaction details and beneficiary account were provided.,R0005
C0010689,V0010689,Fraud,74000.0,Odisha,Chennai,ACC000001,Bank_C,2026-01-02T17:25:12.686596,Victim reported suspected fraud fraud of INR 74000 from Chennai. Transaction details and beneficiary account were provided.,R0001
C0010690,V0010690,Cheating,103000.0,Andhra Pradesh,Chennai,ACC000108,Bank_C,2026-01-02T17:25:26.756427,Victim reported suspected cheating fraud of INR 103000 from Chennai. Transaction details and beneficiary account were provided.,R0016
C0010691,V0010691,Cheating,36000.0,Bihar,Patna,ACC000393,Bank_C,2026-01-02T17:25:28.004755,Victim reported suspected cheating fraud of INR 36000 from Patna. Transaction details and beneficiary account were provided.,R0073
C0010692,V0010692,Fraud,1900.0,Bihar,Patna,ACC000006,Bank_D,2026-01-02T17:25:31.053301,Victim reported suspected fraud fraud of INR 1900 from Patna. Transaction details and beneficiary account were provided.,R0002
C0010693,V0010693,Cheating,43700.0,Telangana,Hyderabad,ACC000006,Bank_D,2026-01-02T17:25:45.640344,Victim reported suspected cheating fraud of INR 43700 from Hyderabad. Transaction details and beneficiary account were provided.,R0002
C0010694,V0010694,Fraud,941900.0,Telangana,Hyderabad,ACC001895,Bank_C,2026-01-02T17:25:48.677950,Victim reported suspected fraud fraud of INR 941900 from Hyderabad. Transaction details and beneficiary account were provided.,R0392
C0010695,V0010695,Cheating,56900.0,Rajasthan,Jaipur,ACC000008,Bank_C,2026-01-02T17:25:49.596227,Victim reported suspected cheating fraud of INR 56900 from Jaipur. Transaction details and beneficiary account were provided.,R0003
C0010696,V0010696,Fraud,20900.0,Bihar,Patna,ACC001352,Bank_E,2026-01-02T17:25:57.719501,Victim reported suspected fraud fraud of INR 20900 from Patna. Transaction details and beneficiary account were provided.,R0281
C0010697,V0010697,Fraud,27800.0,Telangana,Hyderabad,ACC000041,Bank_B,2026-01-02T17:26:16.461767,Victim reported suspected fraud fraud of INR 27800 from Hyderabad. Transaction details and beneficiary account were provided.,R0009
C0010698,V0010698,Fraud,1855200.0,Telangana,Hyderabad,ACC000031,Bank_C,2026-01-02T17:26:50.336545,Victim reported suspected fraud fraud of INR 1855200 from Hyderabad. Transaction details and beneficiary account were provided.,R0006
C0010699,V0010699,Cheating,970200.0,Maharashtra,Pune,ACC000141,Bank_B,2026-01-02T17:26:58.675520,Victim reported suspected cheating fraud of INR 970200 from Pune. Transaction details and beneficiary account were provided.,R0023
C0010700,V0010700,Cheating,8000.0,Telangana,Hyderabad,ACC001869,Bank_A,2026-01-02T17:27:08.439001,Victim reported suspected cheating fraud of INR 8000 from Hyderabad. Transaction details and beneficiary account were provided.,R0386
C0010701,V0010701,Fraud,1000.0,Odisha,Delhi,ACC000001,Bank_C,2026-01-02T17:27:29.305169,Victim reported suspected fraud fraud of INR 1000 from Delhi. Transaction details and beneficiary account were provided.,R0001
C0010702,V0010702,Cheating,249800.0,Maharashtra,Mumbai,ACC000153,Bank_B,2026-01-02T17:27:34.956999,Victim reported suspected cheating fraud of INR 249800 from Mumbai. Transaction details and beneficiary account were provided.,R0025
C0010703,V0010703,Cheating,19600.0,Telangana,Hyderabad,ACC000003,Bank_C,2026-01-02T17:27:44.384654,Victim reported suspected cheating fraud of INR 19600 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0010704,V0010704,Fraud,227600.0,Telangana,Hyderabad,ACC000132,Bank_E,2026-01-02T17:27:47.107493,Victim reported suspected fraud fraud of INR 227600 from Hyderabad. Transaction details and beneficiary account were provided.,R0020
C0010705,V0010705,Fraud,74300.0,Maharashtra,Pune,ACC000140,Bank_C,2026-01-02T17:27:50.922416,Victim reported suspected fraud fraud of INR 74300 from Pune. Transaction details and beneficiary account were provided.,R0023
C0010706,V0010706,Fraud,2220000.0,Andhra Pradesh,Ahmedabad,ACC000550,Bank_B,2026-01-02T17:27:54.314843,Victim reported suspected fraud fraud of INR 2220000 from Ahmedabad. Transaction details and beneficiary account were provided.,R0108
C0010707,V0010707,Cheating,8700.0,Telangana,Hyderabad,ACC000033,Bank_B,2026-01-02T17:28:15.469043,Victim reported suspected cheating fraud of INR 8700 from Hyderabad. Transaction details and beneficiary account were provided.,R0007
C0010708,V0010708,Cheating,79600.0,Andhra Pradesh,Kolkata,ACC000002,Bank_D,2026-01-02T17:28:40.088633,Victim reported suspected cheating fraud of INR 79600 from Kolkata. Transaction details and beneficiary account were provided.,R0001
C0010709,V0010709,Cheating,27600.0,Andhra Pradesh,Kolkata,ACC000324,Bank_B,2026-01-02T17:28:45.227427,Victim reported suspected cheating fraud of INR 27600 from Kolkata. Transaction details and beneficiary account were provided.,R0061
C0010710,V0010710,Fraud,66500.0,Andhra Pradesh,Pune,ACC000137,Bank_A,2026-01-02T17:28:52.167445,Victim reported suspected fraud fraud of INR 66500 from Pune. Transaction details and beneficiary account were provided.,R0022
C0010711,V0010711,Cheating,7700.0,Telangana,Hyderabad,ACC001497,Bank_B,2026-01-02T17:28:53.376024,Victim reported suspected cheating fraud of INR 7700 from Hyderabad. Transaction details and beneficiary account were provided.,R0309
C0010712,V0010712,Cheating,56600.0,Telangana,Hyderabad,ACC000003,Bank_C,2026-01-02T17:28:59.964266,Victim reported suspected cheating fraud of INR 56600 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0010713,V0010713,Fraud,10800.0,Telangana,Hyderabad,ACC000043,Bank_B,2026-01-02T17:29:04.956060,Victim reported suspected fraud fraud of INR 10800 from Hyderabad. Transaction details and beneficiary account were provided.,R0009
C0010714,V0010714,Fraud,58600.0,Maharashtra,Mumbai,ACC001265,Bank_A,2026-01-02T17:29:09.440423,Victim reported suspected fraud fraud of INR 58600 from Mumbai. Transaction details and beneficiary account were provided.,R0268
C0010715,V0010715,Fraud,26100.0,Bihar,Patna,ACC000021,Bank_C,2026-01-02T17:29:27.315666,Victim reported suspected fraud fraud of INR 26100 from Patna. Transaction details and beneficiary account were provided.,R0004
