complaint_id,fraud_type,amount,state,city,chain_depth,prior_case_count,mule_reputation,account_age_days,ring_size,account_type,channel
C0008405,Cheating,3000.0,Telangana,Hyderabad,3,90,1.0,267,5,CURRENT,ATM
C0008406,Fraud,6300.0,Bihar,Patna,3,57,1.0,205,3,SAVINGS,ATM
C0008407,Fraud,533600.0,Bihar,Patna,3,247,1.0,157,3,SAVINGS,BRANCH
C0008408,Cheating,1000.0,Telangana,Hyderabad,5,50,1.0,1219,6,SAVINGS,ATM
C0008409,Cheating,125600.0,Tamil Nadu,Chennai,3,374,1.0,1797,3,SAVINGS,BRANCH
C0008410,Fraud,526000.0,Bihar,Patna,3,1780,1.0,1227,3,SAVINGS,ATM
C0008411,Fraud,2220000.0,Telangana,Hyderabad,3,776,1.0,1301,3,SAVINGS,ATM
C0008412,Cheating,20300.0,Maharashtra,Pune,4,126,1.0,277,5,SAVINGS,BRANCH
C0008413,Fraud,295400.0,Maharashtra,Pune,2,83,1.0,78,7,CURRENT,BRANCH
C0008414,Fraud,85300.0,Maharashtra,Pune,3,5,0.8262,1306,3,SAVINGS,BRANCH
C0008415,Fraud,137700.0,Odisha,Ahmedabad,3,47,1.0,2010,8,SAVINGS,BRANCH
C0008416,Fraud,96800.0,Telangana,Hyderabad,3,127,1.0,277,5,SAVINGS,ATM
C0008417,Cheating,62300.0,Maharashtra,Mumbai,2,2,0.5034,476,9,SAVINGS,ATM
C0008418,Cheating,476000.0,Telangana,Hyderabad,3,5,0.8262,231,4,SAVINGS,BRANCH
C0008419,Fraud,2500.0,Maharashtra,Mumbai,3,784,1.0,1619,3,SAVINGS,BRANCH
C0008420,Cheating,64800.0,Telangana,Hyderabad,3,198,1.0,1812,3,CURRENT,BRANCH
C0008421,Fraud,17800.0,Bihar,Patna,3,209,1.0,625,12,SAVINGS,ATM
C0008422,Fraud,17000.0,Telangana,Hyderabad,3,4,0.7534,2190,4,CURRENT,ATM
C0008423,Cheating,71000.0,Telangana,Hyderabad,3,1790,1.0,1451,3,SAVINGS,ATM
C0008424,Cheating,479000.0,Telangana,Hyderabad,2,29,1.0,1116,8,SAVINGS,BRANCH
C0008425,Fraud,20500.0,Telangana,Hyderabad,3,778,1.0,1301,3,SAVINGS,BRANCH
C0008426,Cheating,12100.0,Maharashtra,Mumbai,3,1782,1.0,1227,3,SAVINGS,BRANCH
C0008427,Fraud,144500.0,Telangana,Hyderabad,3,1783,1.0,1227,3,SAVINGS,ATM
C0008428,Fraud,147400.0,Telangana,Hyderabad,4,55,1.0,1321,6,SAVINGS,ATM
C0008429,Cheating,21400.0,Telangana,Hyderabad,3,4,0.7534,2133,3,SAVINGS,BRANCH
C0008430,Fraud,19100.0,Telangana,Hyderabad,4,17,0.9974,112,4,SAVINGS,ATM
C0008431,Cheating,56600.0,Maharashtra,Mumbai,2,39,1.0,1751,3,SAVINGS,BRANCH
C0008432,Fraud,2200.0,Maharashtra,Pune,3,13,0.9894,2073,7,SAVINGS,ATM
C0008433,Cheating,51000.0,Telangana,Hyderabad,4,187,1.0,2033,12,CURRENT,ATM
C0008434,Fraud,109900.0,Telangana,Hyderabad,2,25,0.9998,2068,18,SAVINGS,BRANCH
C0008435,Cheating,200600.0,Telangana,Hyderabad,4,16,0.9963,1165,6,SAVINGS,BRANCH
C0008436,Cheating,4900.0,Telangana,Hyderabad,3,381,1.0,1756,3,SAVINGS,ATM
C0008437,Cheating,4300.0,Telangana,Hyderabad,3,34,1.0,337,18,SAVINGS,ATM
C0008438,Fraud,12300.0,Telangana,Hyderabad,3,779,1.0,1301,3,SAVINGS,ATM
C0008439,Fraud,31300.0,Odisha,Kolkata,3,4,0.7534,1141,3,SAVINGS,ATM
C0008440,Fraud,8400.0,Tamil Nadu,Chennai,3,1793,1.0,1451,3,SAVINGS,BRANCH
C0008441,Fraud,15900.0,Odisha,Kolkata,2,787,1.0,1619,3,SAVINGS,ATM
C0008442,Fraud,4500.0,Bihar,Patna,3,780,1.0,1301,3,SAVINGS,BRANCH
C0008443,Fraud,30400.0,Telangana,Hyderabad,3,1794,1.0,1451,3,SAVINGS,BRANCH
C0008444,Cheating,129000.0,Maharashtra,Pune,3,1795,1.0,1451,3,SAVINGS,BRANCH
C0008445,Cheating,71600.0,Odisha,Jaipur,3,1796,1.0,1451,3,SAVINGS,ATM
C0008446,Fraud,5700.0,Bihar,Patna,3,777,1.0,1654,3,SAVINGS,ATM
C0008447,Fraud,120400.0,Bihar,Patna,3,1797,1.0,1451,3,SAVINGS,BRANCH
C0008448,Fraud,2220000.0,Maharashtra,Mumbai,5,26,0.9999,2068,18,SAVINGS,ATM
C0008449,Cheating,1000.0,Telangana,Hyderabad,5,1,0.2953,1452,18,SAVINGS,ATM
C0008450,Cheating,109300.0,Telangana,Hyderabad,3,51,1.0,1167,3,SAVINGS,BRANCH
C0008451,Cheating,375700.0,Telangana,Hyderabad,3,90,1.0,2183,3,SAVINGS,BRANCH
C0008452,Cheating,18100.0,Telangana,Hyderabad,3,7,0.9137,2064,3,SAVINGS,ATM
C0008453,Fraud,2900.0,Tamil Nadu,Chennai,2,8,0.9392,2064,3,SAVINGS,BRANCH
C0008454,Fraud,24700.0,Telangana,Hyderabad,3,8,0.9392,840,5,SAVINGS,ATM
C0008455,Fraud,1300.0,Telangana,Hyderabad,3,4,0.7534,2008,3,SAVINGS,BRANCH
C0008456,Cheating,26500.0,Telangana,Hyderabad,4,10,0.9698,777,4,SAVINGS,ATM
C0008457,Cheating,12600.0,Telangana,Hyderabad,3,22,0.9995,1801,18,CURRENT,BRANCH
C0008458,Cheating,176100.0,Telangana,Hyderabad,3,782,1.0,1301,3,SAVINGS,BRANCH
C0008459,Cheating,23200.0,Telangana,Hyderabad,2,17,0.9974,156,3,SAVINGS,ATM
C0008460,Fraud,28000.0,Telangana,Hyderabad,2,779,1.0,1654,3,SAVINGS,ATM
C0008461,Fraud,95300.0,Bihar,Patna,3,1810,1.0,870,3,SAVINGS,BRANCH
C0008462,Cheating,31500.0,Telangana,Hyderabad,3,248,1.0,157,3,SAVINGS,ATM
C0008463,Cheating,15000.0,Odisha,Patna,3,258,1.0,1649,3,SAVINGS,ATM
C0008464,Cheating,60200.0,Telangana,Hyderabad,3,56,1.0,548,3,CURRENT,BRANCH
C0008465,Cheating,132100.0,Telangana,Hyderabad,3,1790,1.0,1227,3,SAVINGS,BRANCH
C0008466,Fraud,31800.0,Telangana,Hyderabad,3,1791,1.0,1227,3,SAVINGS,BRANCH
C0008467,Fraud,46700.0,Odisha,Hyderabad,3,259,1.0,1649,3,SAVINGS,ATM
C0008468,Cheating,11400.0,Telangana,Hyderabad,3,1792,1.0,1227,3,SAVINGS,BRANCH
C0008469,Fraud,222400.0,Tamil Nadu,Chennai,3,26,0.9999,1165,8,CURRENT,ATM
C0008470,Fraud,21600.0,Odisha,Lucknow,2,373,1.0,574,3,SAVINGS,ATM
C0008471,Fraud,17700.0,Telangana,Hyderabad,3,29,1.0,2074,3,SAVINGS,BRANCH
C0008472,Cheating,7300.0,Telangana,Hyderabad,3,7,0.9137,1059,3,CURRENT,BRANCH
C0008473,Fraud,805900.0,Uttar Pradesh,Lucknow,2,213,1.0,1026,12,SAVINGS,BRANCH
C0008474,Fraud,1579800.0,Telangana,Hyderabad,5,51,1.0,1219,6,SAVINGS,BRANCH
C0008475,Cheating,1000.0,Telangana,Hyderabad,2,39,1.0,1675,4,SAVINGS,ATM
C0008476,Cheating,1799100.0,Telangana,Hyderabad,3,791,1.0,1619,3,SAVINGS,ATM
C0008477,Cheating,77000.0,Odisha,Jaipur,5,171,1.0,602,8,SAVINGS,ATM
C0008478,Cheating,62800.0,Bihar,Patna,3,94,1.0,1181,5,SAVINGS,ATM
C0008479,Cheating,1781600.0,Telangana,Hyderabad,3,785,1.0,1301,3,SAVINGS,BRANCH
C0008480,Cheating,21300.0,Telangana,Hyderabad,2,377,1.0,1797,3,SAVINGS,ATM
C0008481,Fraud,37100.0,Telangana,Hyderabad,4,216,1.0,886,12,SAVINGS,ATM
C0008482,Fraud,1000.0,Bihar,Patna,2,1802,1.0,1451,3,SAVINGS,ATM
C0008483,Cheating,139000.0,Telangana,Hyderabad,3,260,1.0,1649,3,SAVINGS,ATM
C0008484,Cheating,8900.0,Telangana,Hyderabad,3,782,1.0,1654,3,SAVINGS,ATM
C0008485,Fraud,1329100.0,Telangana,Hyderabad,3,378,1.0,1797,3,SAVINGS,BRANCH
C0008486,Cheating,14000.0,Bihar,Patna,6,196,1.0,1394,12,SAVINGS,BRANCH
C0008487,Cheating,16900.0,Bihar,Patna,3,12,0.985,259,4,SAVINGS,ATM
C0008488,Cheating,96800.0,Telangana,Hyderabad,5,37,1.0,1229,8,SAVINGS,BRANCH
C0008489,Fraud,312400.0,Telangana,Hyderabad,3,36,1.0,337,18,SAVINGS,BRANCH
C0008490,Fraud,1000.0,Bihar,Patna,4,5,0.8262,1245,4,SAVINGS,ATM
C0008491,Fraud,4400.0,Telangana,Hyderabad,3,17,0.9974,1100,3,SAVINGS,ATM
C0008492,Cheating,35400.0,Bihar,Patna,4,4,0.7534,192,13,SAVINGS,BRANCH
C0008493,Fraud,3800.0,Telangana,Hyderabad,3,787,1.0,1301,3,SAVINGS,BRANCH
C0008494,Fraud,103400.0,Telangana,Hyderabad,3,93,1.0,2130,3,SAVINGS,ATM
C0008495,Cheating,6200.0,Telangana,Hyderabad,2,1794,1.0,1227,3,SAVINGS,ATM
C0008496,Forgery,46000.0,Telangana,Hyderabad,3,379,1.0,1797,3,SAVINGS,BRANCH
C0008497,Cheating,2300.0,Andhra Pradesh,Lucknow,2,1795,1.0,1227,3,SAVINGS,BRANCH
C0008498,Cheating,882200.0,Telangana,Hyderabad,5,197,1.0,1394,12,SAVINGS,ATM
C0008499,Cheating,11000.0,Telangana,Hyderabad,3,24,0.9998,1628,4,SAVINGS,ATM
C0008500,Fraud,277400.0,Telangana,Hyderabad,3,1796,1.0,1227,3,SAVINGS,BRANCH
C0008501,Cheating,188300.0,Bihar,Patna,2,208,1.0,387,12,SAVINGS,ATM
C0008502,Fraud,72800.0,Odisha,Delhi,2,203,1.0,873,3,SAVINGS,BRANCH
C0008503,Cheating,425600.0,Odisha,Ahmedabad,3,199,1.0,1812,3,CURRENT,BRANCH
C0008504,Fraud,58500.0,Maharashtra,Pune,3,174,1.0,396,8,CURRENT,ATM
C0008505,Cheating,121900.0,Telangana,Hyderabad,2,0,0.0,1753,18,SAVINGS,BRANCH
C0008506,Cheating,83600.0,Telangana,Hyderabad,3,12,0.985,1186,3,CURRENT,BRANCH
C0008507,Cheating,63400.0,Bihar,Patna,3,385,1.0,1756,3,SAVINGS,ATM
C0008508,Fraud,235700.0,Telangana,Hyderabad,3,6,0.8775,1579,5,SAVINGS,BRANCH
C0008509,Cheating,5400.0,Telangana,Hyderabad,4,209,1.0,387,12,SAVINGS,ATM
C0008510,Fraud,100400.0,Delhi,Delhi,2,1806,1.0,1451,3,SAVINGS,BRANCH
C0008511,Fraud,23400.0,Telangana,Hyderabad,3,2,0.5034,607,3,SAVINGS,ATM
C0008512,Fraud,4700.0,Maharashtra,Mumbai,3,1,0.2953,1906,9,SAVINGS,BRANCH
C0008513,Cheating,10400.0,Telangana,Hyderabad,2,788,1.0,1301,3,SAVINGS,ATM
C0008514,Cheating,47600.0,Telangana,Hyderabad,3,13,0.9894,2050,4,CURRENT,BRANCH
C0008515,Cheating,16600.0,Telangana,Hyderabad,3,789,1.0,1301,3,SAVINGS,BRANCH
C0008516,Cheating,18500.0,Telangana,Hyderabad,3,2,0.5034,566,3,SAVINGS,ATM
C0008517,Cheating,20300.0,Gujarat,Ahmedabad,3,1816,1.0,870,3,SAVINGS,ATM
C0008518,Cheating,1338200.0,Maharashtra,Mumbai,3,3,0.6501,341,3,SAVINGS,BRANCH
C0008519,Fraud,326500.0,Telangana,Hyderabad,3,1817,1.0,870,3,SAVINGS,BRANCH
C0008520,Fraud,43600.0,Odisha,Pune,2,1818,1.0,870,3,SAVINGS,ATM
C0008521,Cheating,4000.0,Telangana,Hyderabad,2,15,0.9948,670,3,SAVINGS,ATM
C0008522,Fraud,17300.0,Telangana,Hyderabad,3,1800,1.0,1227,3,SAVINGS,ATM
C0008523,Fraud,24300.0,Telangana,Hyderabad,3,58,1.0,205,3,SAVINGS,ATM
C0008524,Cyber Blackmailing,716500.0,Telangana,Hyderabad,4,30,1.0,2138,4,SAVINGS,ATM
C0008525,Fraud,126200.0,Telangana,Hyderabad,3,1801,1.0,1227,3,SAVINGS,BRANCH
C0008526,Cheating,183000.0,Telangana,Hyderabad,3,1802,1.0,1227,3,SAVINGS,ATM
C0008527,Forgery,485200.0,Tamil Nadu,Chennai,3,4,0.7534,1705,3,SAVINGS,BRANCH
C0008528,Cheating,113800.0,Telangana,Hyderabad,3,34,1.0,1720,8,SAVINGS,ATM
C0008529,Cheating,2100.0,Telangana,Hyderabad,3,386,1.0,1756,3,SAVINGS,BRANCH
C0008530,Cheating,187600.0,Telangana,Hyderabad,5,6,0.8775,1163,18,CURRENT,ATM
C0008531,Fraud,21900.0,Telangana,Hyderabad,4,128,1.0,277,5,SAVINGS,BRANCH
C0008532,Fraud,936400.0,Odisha,Kolkata,3,2,0.5034,1193,3,SAVINGS,BRANCH
C0008533,Fraud,234600.0,Telangana,Hyderabad,3,790,1.0,1301,3,SAVINGS,BRANCH
C0008534,Fraud,1245500.0,Telangana,Hyderabad,3,20,0.9991,1801,3,SAVINGS,BRANCH
C0008535,Fraud,335000.0,Telangana,Hyderabad,2,211,1.0,1680,12,SAVINGS,ATM
C0008536,Fraud,18100.0,Telangana,Hyderabad,4,43,1.0,430,8,SAVINGS,BRANCH
C0008537,Fraud,298300.0,Telangana,Hyderabad,3,2,0.5034,981,3,SAVINGS,BRANCH
C0008538,Fraud,400500.0,Bihar,Patna,4,17,0.9974,71,8,SAVINGS,ATM
C0008539,Cyber Blackmailing,24200.0,Bihar,Patna,3,17,0.9974,1306,8,SAVINGS,ATM
C0008540,Cheating,7300.0,Telangana,Hyderabad,3,13,0.9894,1495,3,SAVINGS,BRANCH
C0008541,Fraud,1000.0,Telangana,Hyderabad,3,1803,1.0,1227,3,SAVINGS,ATM
C0008542,Fraud,10300.0,Bihar,Patna,4,35,1.0,1052,6,SAVINGS,ATM
C0008543,Fraud,131700.0,Bihar,Patna,2,36,1.0,878,3,SAVINGS,BRANCH
C0008544,Fraud,11500.0,Maharashtra,Mumbai,4,164,1.0,431,8,CURRENT,BRANCH
C0008545,Fraud,1000.0,Telangana,Hyderabad,2,1813,1.0,1451,3,SAVINGS,ATM
C0008546,Fraud,629700.0,Telangana,Hyderabad,3,4,0.7534,1928,3,SAVINGS,BRANCH
C0008547,Cyber Blackmailing,15600.0,Odisha,Kolkata,3,1804,1.0,1227,3,SAVINGS,ATM
C0008548,Cheating,44200.0,Maharashtra,Mumbai,2,212,1.0,1680,12,SAVINGS,ATM
C0008549,Cheating,5500.0,Uttarakhand,Kolkata,2,1825,1.0,870,3,SAVINGS,BRANCH
C0008550,Fraud,18500.0,Telangana,Hyderabad,3,1806,1.0,1227,3,SAVINGS,ATM
C0008551,Cheating,52900.0,Telangana,Hyderabad,3,205,1.0,873,3,SAVINGS,ATM
C0008552,Cheating,36200.0,Telangana,Hyderabad,3,1807,1.0,1227,3,SAVINGS,ATM
C0008553,Fraud,1898200.0,Telangana,Hyderabad,4,16,0.9963,1673,4,SAVINGS,BRANCH
C0008554,Cheating,820900.0,Telangana,Hyderabad,4,83,1.0,1820,9,SAVINGS,BRANCH
C0008555,Cheating,5400.0,Andhra Pradesh,Chennai,3,12,0.985,592,18,SAVINGS,ATM
C0008556,Cheating,20000.0,Telangana,Hyderabad,3,1828,1.0,870,3,SAVINGS,ATM
C0008557,Cheating,6900.0,Odisha,Mumbai,4,215,1.0,1880,12,CURRENT,BRANCH
C0008558,Fraud,20500.0,Telangana,Hyderabad,3,1829,1.0,870,3,SAVINGS,BRANCH
C0008559,Fraud,49900.0,Telangana,Hyderabad,3,387,1.0,1756,3,SAVINGS,BRANCH
C0008560,Fraud,60600.0,Madhya Pradesh,Kolkata,4,173,1.0,1482,8,SAVINGS,BRANCH
C0008561,Cheating,1700.0,Odisha,Patna,3,2,0.5034,1740,3,SAVINGS,ATM
C0008562,Forgery,55900.0,Maharashtra,Pune,2,3,0.6501,934,3,SAVINGS,BRANCH
C0008563,Cheating,2500.0,Maharashtra,Mumbai,3,15,0.9948,1740,4,SAVINGS,ATM
C0008564,Cheating,14400.0,Delhi,Delhi,3,217,1.0,1026,12,SAVINGS,ATM
C0008565,Cheating,23500.0,Kerala,Ahmedabad,3,83,1.0,1052,9,SAVINGS,BRANCH
C0008566,Fraud,28900.0,Telangana,Hyderabad,3,798,1.0,1619,3,SAVINGS,ATM
C0008567,Cheating,114400.0,Bihar,Patna,4,214,1.0,2096,12,SAVINGS,BRANCH
C0008568,Cheating,3900.0,Maharashtra,Mumbai,3,1830,1.0,870,3,SAVINGS,ATM
C0008569,Fraud,21600.0,Telangana,Hyderabad,3,14,0.9926,2084,3,CURRENT,ATM
C0008570,Cheating,61000.0,Telangana,Hyderabad,3,219,1.0,1026,12,SAVINGS,ATM
C0008571,Fraud,2300.0,Telangana,Hyderabad,3,1811,1.0,1227,3,SAVINGS,ATM
C0008572,Cheating,3400.0,Maharashtra,Mumbai,3,28,0.9999,648,3,SAVINGS,ATM
C0008573,Fraud,262800.0,Andhra Pradesh,Bengaluru,5,80,1.0,1396,7,SAVINGS,ATM
C0008574,Cheating,13500.0,Telangana,Hyderabad,3,3,0.6501,1840,3,SAVINGS,ATM
C0008575,Fraud,29200.0,Telangana,Hyderabad,3,4,0.7534,1316,3,SAVINGS,ATM
C0008576,Fraud,2700.0,Telangana,Hyderabad,3,1821,1.0,1451,3,SAVINGS,ATM
C0008577,Fraud,257900.0,Bihar,Patna,4,13,0.9894,1123,7,SAVINGS,ATM
C0008578,Cheating,21700.0,Odisha,Pune,5,0,0.0,1400,18,CURRENT,ATM
C0008579,Fraud,1000.0,Bihar,Patna,3,206,1.0,873,3,SAVINGS,ATM
C0008580,Cheating,72800.0,Telangana,Hyderabad,3,252,1.0,157,3,SAVINGS,ATM
C0008581,Cheating,7500.0,Bihar,Patna,2,223,1.0,886,12,SAVINGS,ATM
C0008582,Fraud,28600.0,Telangana,Hyderabad,4,139,1.0,2146,5,CURRENT,BRANCH
C0008583,Cheating,87300.0,Telangana,Hyderabad,3,5,0.8262,1640,3,CURRENT,ATM
C0008584,Fraud,209700.0,Telangana,Hyderabad,2,12,0.985,35,3,CURRENT,BRANCH
C0008585,Fraud,1000.0,Bihar,Patna,3,1813,1.0,1227,3,SAVINGS,ATM
C0008586,Fraud,80300.0,Telangana,Hyderabad,4,9,0.9571,599,18,SAVINGS,BRANCH
C0008587,Fraud,107900.0,Maharashtra,Mumbai,2,792,1.0,1301,3,SAVINGS,BRANCH
C0008588,Fraud,18900.0,Telangana,Hyderabad,3,383,1.0,1797,3,SAVINGS,ATM
C0008589,Fraud,2400.0,Maharashtra,Mumbai,4,24,0.9998,445,18,CURRENT,ATM
C0008590,Fraud,1700.0,Uttar Pradesh,Lucknow,3,793,1.0,1301,3,SAVINGS,ATM
C0008591,Fraud,2220000.0,Telangana,Hyderabad,5,3,0.6501,1518,18,CURRENT,BRANCH
C0008592,Cheating,9500.0,Odisha,Jaipur,2,210,1.0,387,12,SAVINGS,ATM
C0008593,Cheating,62000.0,Telangana,Hyderabad,4,140,1.0,2146,5,CURRENT,ATM
C0008594,Cheating,1082700.0,Telangana,Hyderabad,4,76,1.0,1619,9,SAVINGS,BRANCH
C0008595,Cheating,127100.0,Maharashtra,Mumbai,3,789,1.0,1654,3,SAVINGS,ATM
C0008596,Fraud,2220000.0,Bihar,Patna,2,5,0.8262,281,18,SAVINGS,BRANCH
C0008597,Fraud,259700.0,Bihar,Patna,3,1834,1.0,870,3,SAVINGS,BRANCH
C0008598,Fraud,47700.0,Telangana,Hyderabad,6,88,1.0,819,7,SAVINGS,ATM
C0008599,Fraud,5400.0,Andhra Pradesh,Patna,4,72,1.0,438,9,SAVINGS,BRANCH
C0008600,Fraud,1500.0,Tamil Nadu,Chennai,3,1,0.2953,1519,3,CURRENT,BRANCH
C0008601,Fraud,68800.0,Andhra Pradesh,Mumbai,3,253,1.0,157,3,SAVINGS,ATM
C0008602,Fraud,8800.0,Telangana,Hyderabad,3,1815,1.0,1227,3,SAVINGS,BRANCH
C0008603,Cheating,1054900.0,Odisha,Chennai,3,6,0.8775,524,3,SAVINGS,BRANCH
C0008604,Cheating,1099700.0,Telangana,Hyderabad,3,37,1.0,215,3,CURRENT,BRANCH
C0008605,Fraud,93100.0,Bihar,Patna,4,16,0.9963,1740,4,SAVINGS,BRANCH
C0008606,Fraud,9100.0,Telangana,Hyderabad,3,6,0.8775,1636,3,SAVINGS,ATM
C0008607,Cheating,1317100.0,Telangana,Hyderabad,3,47,1.0,502,3,SAVINGS,ATM
C0008608,Fraud,113300.0,Bihar,Patna,3,795,1.0,1301,3,SAVINGS,ATM
C0008609,Fraud,91400.0,Telangana,Hyderabad,2,796,1.0,1301,3,SAVINGS,ATM
C0008610,Cheating,136600.0,Bihar,Patna,5,214,1.0,1772,12,SAVINGS,BRANCH
C0008611,Cheating,12400.0,Telangana,Hyderabad,3,1816,1.0,1227,3,SAVINGS,ATM
C0008612,Cheating,21900.0,Maharashtra,Mumbai,3,797,1.0,1301,3,SAVINGS,ATM
C0008613,Fraud,54500.0,Bihar,Patna,3,389,1.0,1756,3,SAVINGS,BRANCH
C0008614,Cheating,19900.0,Telangana,Hyderabad,4,18,0.9982,112,4,SAVINGS,ATM
C0008615,Cheating,4800.0,Bihar,Patna,3,798,1.0,1301,3,SAVINGS,BRANCH
C0008616,Fraud,48600.0,Telangana,Hyderabad,2,145,1.0,1441,5,SAVINGS,BRANCH
C0008617,Cheating,40500.0,Odisha,Ahmedabad,2,86,1.0,290,7,SAVINGS,ATM
C0008618,Fraud,1000.0,Maharashtra,Pune,3,221,1.0,1026,12,SAVINGS,ATM
C0008619,Fraud,19500.0,Telangana,Hyderabad,3,19,0.9987,489,3,SAVINGS,BRANCH
C0008620,Cheating,46800.0,Maharashtra,Pune,3,169,1.0,1512,8,SAVINGS,ATM
C0008621,Fraud,125800.0,Telangana,Hyderabad,2,1837,1.0,870,3,SAVINGS,BRANCH
C0008622,Fraud,1700.0,Telangana,Hyderabad,3,1838,1.0,870,3,SAVINGS,ATM
C0008623,Fraud,90700.0,Telangana,Hyderabad,2,1819,1.0,1227,3,SAVINGS,ATM
C0008624,Cheating,47900.0,Telangana,Hyderabad,5,217,1.0,2096,12,SAVINGS,ATM
C0008625,Fraud,36300.0,Telangana,Hyderabad,2,799,1.0,1301,3,SAVINGS,ATM
C0008626,Cheating,61700.0,Bihar,Patna,3,1820,1.0,1227,3,SAVINGS,ATM
C0008627,Cheating,218900.0,Maharashtra,Mumbai,3,1821,1.0,1227,3,SAVINGS,ATM
C0008628,Cheating,275100.0,Telangana,Hyderabad,6,175,1.0,1482,8,SAVINGS,BRANCH
C0008629,Fraud,14100.0,Telangana,Hyderabad,3,5,0.8262,499,3,SAVINGS,BRANCH
C0008630,Fraud,352000.0,Telangana,Hyderabad,3,1842,1.0,870,3,SAVINGS,ATM
C0008631,Cheating,4900.0,Telangana,Hyderabad,3,800,1.0,1301,3,SAVINGS,BRANCH
C0008632,Fraud,158500.0,Maharashtra,Pune,2,8,0.9392,1918,3,SAVINGS,ATM
C0008633,Cyber Blackmailing,90900.0,Telangana,Hyderabad,4,14,0.9926,827,4,SAVINGS,ATM
C0008634,Cheating,93000.0,Telangana,Hyderabad,3,1843,1.0,870,3,SAVINGS,ATM
C0008635,Fraud,212800.0,Telangana,Hyderabad,3,1824,1.0,1227,3,SAVINGS,BRANCH
C0008636,Fraud,176500.0,Telangana,Hyderabad,3,57,1.0,548,3,CURRENT,BRANCH
C0008637,Fraud,2220000.0,Telangana,Hyderabad,3,801,1.0,1301,3,SAVINGS,BRANCH
C0008638,Cheating,23000.0,Telangana,Hyderabad,3,36,1.0,1173,3,SAVINGS,ATM
C0008639,Cheating,373500.0,Telangana,Hyderabad,4,153,1.0,1141,8,CURRENT,ATM
C0008640,Fraud,19400.0,Telangana,Hyderabad,3,39,1.0,934,3,SAVINGS,ATM
C0008641,Cheating,313200.0,Telangana,Hyderabad,3,807,1.0,1619,3,SAVINGS,ATM
C0008642,Fraud,1200.0,Telangana,Hyderabad,3,6,0.8775,247,3,CURRENT,BRANCH
C0008643,Cheating,9500.0,Telangana,Hyderabad,3,58,1.0,908,3,SAVINGS,BRANCH
C0008644,Fraud,191600.0,Telangana,Hyderabad,3,207,1.0,873,3,SAVINGS,BRANCH
C0008645,Fraud,24300.0,Telangana,Hyderabad,3,167,1.0,431,8,CURRENT,BRANCH
C0008646,Fraud,103000.0,Bihar,Patna,4,55,1.0,1169,6,SAVINGS,BRANCH
C0008647,Cheating,158600.0,Telangana,Hyderabad,3,1845,1.0,870,3,SAVINGS,BRANCH
C0008648,Fraud,8000.0,Odisha,Chennai,3,390,1.0,1756,3,SAVINGS,BRANCH
C0008649,Fraud,38100.0,Odisha,Kolkata,4,1,0.2953,184,5,SAVINGS,ATM
C0008650,Cyber Blackmailing,92900.0,Maharashtra,Pune,4,3,0.6501,1349,12,SAVINGS,BRANCH
C0008651,Fraud,49800.0,Telangana,Hyderabad,3,172,1.0,1512,8,SAVINGS,ATM
C0008652,Cheating,969400.0,Odisha,Jaipur,3,1,0.2953,1547,17,CURRENT,BRANCH
C0008653,Fraud,17400.0,Odisha,Jaipur,3,18,0.9982,1147,4,SAVINGS,ATM
C0008654,Cheating,18600.0,Maharashtra,Pune,3,14,0.9926,672,3,SAVINGS,BRANCH
C0008655,Cheating,87200.0,Telangana,Hyderabad,3,254,1.0,157,3,SAVINGS,BRANCH
C0008656,Fraud,624000.0,Delhi,Delhi,2,21,0.9994,1132,18,SAVINGS,BRANCH
C0008657,Cheating,29900.0,Telangana,Hyderabad,2,1846,1.0,870,3,SAVINGS,ATM
C0008658,Fraud,3900.0,Telangana,Hyderabad,3,1847,1.0,870,3,SAVINGS,ATM
C0008659,Fraud,48300.0,Telangana,Hyderabad,3,2,0.5034,912,18,SAVINGS,ATM
C0008660,Fraud,16100.0,Telangana,Hyderabad,3,391,1.0,1756,3,SAVINGS,BRANCH
C0008661,Fraud,340200.0,Telangana,Hyderabad,3,1828,1.0,1227,3,SAVINGS,BRANCH
C0008662,Cheating,117700.0,Telangana,Hyderabad,3,89,1.0,819,7,SAVINGS,ATM
C0008663,Cheating,20500.0,Telangana,Hyderabad,3,208,1.0,873,3,SAVINGS,ATM
C0008664,Cheating,36900.0,Telangana,Hyderabad,3,14,0.9926,104,3,SAVINGS,BRANCH
C0008665,Cheating,242400.0,Telangana,Hyderabad,3,32,1.0,1121,3,SAVINGS,BRANCH
C0008666,Fraud,86700.0,Bihar,Patna,3,39,1.0,780,3,CURRENT,BRANCH
C0008667,Fraud,2220000.0,Telangana,Hyderabad,3,803,1.0,1301,3,SAVINGS,BRANCH
C0008668,Fraud,157500.0,Telangana,Hyderabad,3,1835,1.0,1451,3,SAVINGS,ATM
C0008669,Fraud,2220000.0,Andhra Pradesh,Lucknow,2,1836,1.0,1451,3,SAVINGS,ATM
C0008670,Fake Profile,3500.0,Telangana,Hyderabad,3,53,1.0,1035,3,SAVINGS,ATM
C0008671,Fraud,48100.0,Bihar,Patna,3,804,1.0,1301,3,SAVINGS,BRANCH
C0008672,Fraud,123600.0,Jharkhand,Patna,4,223,1.0,1026,12,SAVINGS,ATM
C0008673,Fraud,62700.0,Odisha,Delhi,4,5,0.8262,2192,6,SAVINGS,ATM
